Reviewer,Title,Review,Rating
Brian9992013,Nice hotel and situated in the main shopping area,"EXCELLENT hotel a half block off of Orchard (which is nice). GREAT rooms in a GREAT location with access to EVERYTHING on Orchard Road. The breakfast is OUTSTANDING! The ONLY reason I give it 4 stars is because the fitness center is OUTSIDE. Yes, OUTSIDE... makes for some HOT and HUMID workouts. The equipment is great, and there are fans, towels, and cold water to keep you moving. The service here is EXCEPTIONAL. They have been TERRIFIC about arranging cab service, especially for our group of 6. And, the room cleaning has been prompt and extremely professional. If you are military, this hotel is an EXCEPTIONAL choice because it CONVENIENTLY located between the Changi Naval Base and the COMLOGWESTPAC HQ. I would rate this hotel a MUST TRY!",5
rias854,Nice hotel with good location too,"Booked thru online travel site. Provided with a twin bed plus a sofa bed. Spacious room. Walked in bathroom with closet with standard amenities. Clean. Wifi was fast. Breakfast was a bit packed as the dining space was small. Do come very very early. Close to a mosque so a fav among muslim travellers. Close to orchard, tucked away behind robinson at orchard. Close to mt elizabeth medical center also.",1
jcd_mnl,"Superb Location, Efficient Service, and Great Value","I have stayed in Holiday Inns worldwide and am a Priority Club member. I always find the standards consistent and I know what I'm getting. The Express chain is the budget model in the chain and you cannot expect the same facilities as a full service Hotel. As I very rarely use the gym, pool and a few other things I didn't miss them. Having said that I thought the rooms a good size, extremely clean, modern and had Safe etc and we all slept well. The breakfast was small but more than sufficient. The staff were very friendly, helpful and polite without exception. This is a new Hotel and obviously run by enthusiastic management and staff, keep up the good work you are all doing great. We only stayed two night but next time I visit Singapore I would be more than happy to stay here",4
Charline M,Wonderful sleep,"I went for a vacation with my family for 3 days and I am very picky person for hotels, at that time when I go to singapore During the holiday season, and most hotels are already full booking, I finally get this hotel which has a very strategic location in the center of the city. The price is Good Too :) the rooms are clean and comfortable, the breakfast is good, the atmosphere is very homey .. i liked. close to the shopping center, close to the MRT station, I think the hotel service here is not much different from other expensive hotels, I really like this hotel :)",5
CAMLap46,"Great value, great location","Centrally located so very close to Orchard Road's shopping centers, restaurants, and the MTR station so very convenient. The hotel itself is great! Staff are very helpful and friendly, the rooms are generally spacious, clean and comfortable. There's not much amenities but then again, it works within your budget. The only thing I would like to see improve is their breakfast buffet selection which is not great - you're better off checking out one of the many nearby coffee shops on Orchard Road. Other than that, always a reliable and comfortable stay at HIE on Orchard. I've stayed many times and each experience is consistently good.",1
Rizwan S,Everything within budget,Went for Christmas last year and this hotel contributed to one of our amazing holiday. From friendly smiling staffs and attentive managers it made us feel like we are home. Highly recommended! Our room was tidy and clean too.,3
shey_La,good location,This Holiday Inn Express is well located just off Orchard Road close to the many shopping centers in this location and the MTR. The rooms are modern and well appointed for the price making it good value for money. Breakfast is included and the choice is good although the breakfast room gets very busy at times. Helpful staff.,1
busylifeontour,"Good location, reasonable rates but great staff service","Great location. Right opposite to the mosque Al Falah on Orchard Street and in between Paragon and Robinson's malls. Toilets come with hand shower and toilet rolls. Very useful for those who prefer to use water instead of paper towels or both. Room size and in room facilities are adequate. Liked the sofa chair in the room with foot rest. Good enough to fall asleep on it! I think this hotel comes with everything you will find in a luxury hotel but at a reasonable price. Has a handy phone, safe and alarm clock too. Although there is no exclusive restaurant of their own, the hotel serves breakfast every morning and you can choose to order food through the hotel from an Asian, Indian and a Mediterranean restaurant. Again, quite affordable! Overall, I'm happy and having stayed on the",5
ErnaD,A nice hotel in a good location,"the hotel is located right at the heart of orchard. the room is nice and clean. basic amenities are provided. breakfast buffet is just simple with limited choices but can fill your tummy, just be sure to be at the resto early. they dont have room service, so you have to literally get your orders at the lobby/front desk. just be sure to tell the taxi driver that your staying at holiday inn express orchard otherwise they will drop you off at holiday inn orchard.",5
JoseSenaCruz,Excellent ratio price/overall quality,"Right in the orchard road with reasonable rate include daily breakfast. I like express breakfast concept, quality not quantity. Positive; breakfast, bed and sleep quality and helpful staff. My friend forgot his mobile in taxi, the front desk staff named Chester gave us a hand to call and follow up with taxi company until driver came back. Highly appreciated. Negative comments; I stayed on 9 the floor with the painting smell along the corridor walking to the room. I found out that they did the painting somewhere with the wet paint signage. I always have a bad luck here in Singapore with holiday inn express. I changed to this orchard road and faced the same thing.",4
MikeJefferies,Good value hotel in a central location,"It was a new 4 year old building very closed to Orchard road. Good location, a simple, nice and efficient hotel. The bed and bath room were good. Breakfast was good. The staff also were nice. Only tissue was not in good quality.",5
Grand L,"Great location, comfortable, and good service even though the room is smallish",The hotel is very well located in the heart of Orchard street. The rooms are really good (taking into account that is a 3* hotel). It is really tidy and clean. Every single day day give bottles of water and you have the possibility of doing tea. The breakfast has a lot of diversity and the hotel staff is really kind.,1
Tony T,Ideal location for those who love to shop in orchard road.,"Stayed here two nights over a weekend. It's a short walk from a couple of metro stations (though Somerset involves crossing two busy roads), and is well positioned with plenty of food outlets and shops around it Breakfast was a bit basic, and on the first morning we had a bit of a struggle to get a table. It was adequate though, but mainly oriental rather than western. Check in was very efficient. Wifi was good, but you're limited to four devices. You can remove one to use another, but I didn't manage to do that.",4
happygmb,Great service and location,Walking distance to all amenities on Orchard Road. Breakfast was decent and included in the rate. Service was good. Room was smallish but comfortable and clean. Could not complain. Free internet. Overall good value. Provided a local phone with a few useful Apps which was pretty handy.,5
Alicia R,Location location,"The front office staff are courteous and prompt. I stayed in room 0817 which, although not big,was well equipped and clean. Bathroom a bit too small though. Sumptuous breakfast served. The GM's mobile number is available for guests to complain or need special assistance. The hotel which, although is only 2 minutes walking distance to Orchard road, is in a quiet surrounding. Ideal for shoppers and business travelers.",1
Graeme M,suited our purpose,Good service. Quick check in and out. Room is clean. Great and convenient location which is just behind Orchard road. Walking distance to major shopping malls. Breakfast is standard. Overall satisfied.,3
Henrique,"Great location, value for money",Location location location. Very clean rooms are average in size but most people are jus passing through. Staff lovely and helpful and position awesome just behind orchard road. The only negative would be the breakfast doesn't really cater for westerners.,1
Atika A,Express is Gold,"Had a one night stay here prior to boarding a cruise. it suited us very well being neat and clean with efficient, happy staff who wanted to please the room was great complete with smart phone to use. Very close to all the activity of Orchard Road",5
Eko,Just Right There,"Location in Orchard Rd is unbeatable, being close to cafes, restaurants, malls and 2 train stations (MRT) where you can easily move around the city. Given the location it has an affordable price, this does not mean it's cheap. Room is average size, bathroom as well following Holiday Inn standards. Highly recommended if you want to be close to Orchard!",5
Johan P,Very nice and friendly atmosphere in perfect location,"I think it was love at first stay the minute I step into the the hotel. As it was quite earlier than the usual check-in time, luck was just on our side, it was the quickest check-in experience ever! ""Express indeed!"" and we manage to get the room straight away. Staff were all oh so friendly, everyone of them, which makes the stay just really nice. I really can’t stress enough how everyone took pride in their respective role. If I were to pick the part that I didn't really like, is the size of the room.The room is a bit small, but it's OK. Not a big issue though. I've stayed at a slightly more expensive hotel in Singapore but even much smaller than this. What was also cool, is the hotel gave each guest a “handy” smart phone, which is really convenient as it saved us roaming",4
azahari,Great hotel!!,"If you value your time to enjoy the city centre and its shopping malls attractions, this hotel is for you, as for my family. The location is just so great with few steps to the Orchard road. The room is okay, means clean and spacey enough for Singapore standard. Just a less assortment of breakfast variety compare to its siblings (HI Orchard City Centre), and their croissant taste should improve. Nice service fr the staff, they are polite and helpful. It takes 20-30 minutes by taxi from Changi airport.",5
Josefina B,Great Location,"We are always staying in this hotel while in Singapore and they always deliver! Very comfortable and fresh rooms and a complete breakfast buffe, together with super service minded staff and reasonable pricing makes this one of the best bargains for a higher level of accomodation in the city.",1
Louise O,Loved Handy,"Hotel is located in the heart of shopping centre, just behind apple store. The staffs are very friendly., Amenities are excellent, price is great, bed is sio comfy, we will definitely stay at this hotel agian on our next visit to Singapore.",4
Htet Nay Lynn,Great Location,"My 3 sisters and I stayed here 2 days before and 2 days after a cruise in March, 2017. It is centrally located for shopping, transportation and dining. Hotel room is spacious and clean, has good array of sumptuous breakfast buffet and several bottles of water in our rooms. The staff is friendly and helpful. Excellent Value for Money.",5
Kunal K,Superb Location and Excellent Value for Money !,"Very happy with our stay, staff very helpful and polite. Loved the free use of the 'Handy smartphone' saved us having to get a SIM card for two days. Room was clean, bed and pillows crisp and very comfortable. Breakfast was plentiful and a varied range to cater for most people. I thought we got Value for money as well when I price other hotels in the area. Location was close to all the high fashion brand shops, close to MRT so travel anywhere in city was also easy.",1
Aunkok,Superb !,"No need to say Holiday Inn met their standard as usual. Location is perfect for me since it's on orchard road and close to Paragon mall (2 mins walk) and 313 Sommerset (10 mins walk). Well, on orchard means everything for shopper already. My favourite Superdry is just across the hotel. That's perfect. Sommerset MRT is 10 mins walk, still convenient to walk from there to hotel. Hotel provides mobile device for you to use during your stay. I didn't try to call with it but use internet when I'm in hotel. It said you can use it all around singapore for both call and surfing internet. The hotel is 40 minutes away from airport by taxi that would cost around SGD 20. Airport to Sommerset by MRT cost you around SGD 2.5. On the other hand, lobby is quite tight. We didn't use hotel",3
885Jan885,Conveniently located,"Very well priced given the Location, which is in the heart of Singapore. Although it is Express version of Holiday Inn, the service was Very Good. The staff were friendly and went beyond the ""Express"" element of this brand. The rooms were comfortable. Breakfast was included and quiet good. Only thing I wouldwish for is actual food in the restaurant and room service menu and not precooked. Otherwise a superb experience.",1
EtaTandela,Affordable hotel,"What more can. I say ! Great location on orchard road, excellent service , all you ask for in a room; clean, modern, spacious, basic breakfast but decent If you want to stay on orchard on a budget .. This is the place for you ! Thank you for letting us check in early too :)",5
Patrick L,FABULOUS Place,Hotel is located walking distance to Mount Elizabeth Hospital . It takes only 10 mins. Many shopping malls in the Orchard Road can be easily access. Many options for restaurants too. I found hotel breakfast is excellent and very helpful if you are attending any business work in the morning. Reception staff is always ready to help. I think house keeping can be improved a little bit.,5
Fransisca Y,Great Hotel To stay,Ita an affordable hotel located at center of Singapore. All are easily access by walking distance. Hotel room small but clean. Not suitable if travel with babies and toddler because the room are too small. Breakfast varieties not too many. Overall it's a good stay.,4
NeoInRio,Great location for the touristy kind,"Perfect Orchard Road location -- just 1/2 block off Orchard Road in the heart of everything. The Staff is excellent (Devi, Alvin, Elvis, JenNee and Donl on the front desk, the doorman Jason and Lisa on the breakfast staff). All the staff was pleasant and smiling ALWAYS. I feel like I have made friends for life. Rooms were kept very clean; the exercise room was kept tidy and had all the right equipment; the breakfast selections were always good (a nice variety daily); and the location just can't be beat. It is a busy hotel, but the staff seemed to handle the hustle and bustle VERY well. I will definitely stay here again on my next visit to Singapore.",5
Anita Yiu,Simple hotel; nice staffs & very convenient,"My mom really love here! The breakfast is excellent. Located near orchard road, easy to access, the room is really good. All the staff really welcome. The room is very clean and neat. Love it, really recommended",1
Mercy John,Fun in Singapore,"This is a very basic hotel and offers you just one thing for the price - location! If you are a tourist and want to make the most of shopping, stay at this one. The staff is nothing to write about. The room & specially the washroom is cramped for the price. Please note that am comping by global standards and Singapore generally is expensive.",4
CliAngela,Nice hotel and good location,This is the 2nd time I stayed here. Staffs are nice. Location is very convenient- right behind Orchard Road. You can travel here by MRT etc. Walking distant to Takashimaya & Paragon shopping mall (where you can get upmarket shopping). Both places have food court; you can try local foods & wide range of choices. As usual the room is not very spacious but better than the others few Holiday inn express here & the wifi is good. Only breakfast is really so so! One good thing for Holiday inn express here; they provide mobile phone for local call & internet. Very thoughtful.,5
athomas4,My Stay at Holiday Inn Express,"Centrally located with easy access to MRT and bus. Clean, comfortable and decent sized room for a couple. They serve a wonderful breakfast. The staff were very friendly and helpful. a Many Shopping malls nearby.",1
nicma2017,Good location but some problems,"Hotel is located in the heart of orchard road. Wonderful location, literally a minute walk to orchard road. You cant find a better hotel for this price. The room would have been perfect is there is a balcony. Hotel comes with free breakfast and wifi for guests which is really important these days. Rooms are not very big but its sufficient. The front desk staffs are the most wonderful people ever ! You won't see that in any other hotel. Most hotel staffs are nonchalant but this is totally different. The front desk staff are all extremely friendly and helpful, provide us with lots of useful tips and places to go. The hotel provides a Handy phone for guest to use but it seems a bit old (Phone is not very fast). The handy phone is still useful for data and calls. Hotel is a bit",3
Shweta A,Good location with major drawbacks,"It was an awesome stay at Holday Inn Express Brideford.The hotel is located by the heart of the city.One stop shop for everything.The staff at the hotel were very welcoming.The breakfast was great especially when you don't know where to dine out.The front desk,breakfast team and managing committee are doing a great job.Keep it up.Room 1401 needs some special treatment and attention.You may consider removing the carpet near bathroom area and replace it with tiles.Awesome stay.I strongly recommend staying at this hotel.Ioved this place.--Thomas",1
Rainee_24,Wonderful location of hotel,"Good location but my family is not very lucky during this trip. Handy phone in the room is a great help for travelling in singapore. We stayed here last time and its wonderful but this time there is a bit of a problem with the water in our room (802 & 803). What really impressed us is the way the hotel dealt with it. It is the most professional manner we have ever experience and its way better than most 5 star hotels you can find. We made a call and the manager, Donald is up at our room in a few minutes. He even offered us another room just to shower in at the moment while they fix it but we didn't take it. We can see how concerned they are and that they are trying to fix it. Most impressive part is how seriously they take our complaint. He checked with us at least 5-6 times",5
Liu J,Cool and nice hotel,We got a great deal of this hotel n decided to stay here. Its in central location and is v nicely made. Rooms are well furnished and spacious.. Main drawback of this hotel was that they do not provide bell boy service and u need to carry your luggage to you're room.. Plus no room service too. If you want to have something in your room u need to carry your cutlery from their kitchen. Also For breakfast there were very little options for vegetarians...,5
EmeAlamin,Holiday Inn Express Orchard Road during Ramadhan,Location of hotel is perfect. They provide handy for free international nd local calls with free internet facilities. Food was awesome nd services provided by hotel is amazing. Enjoyed my family trip.,4
Nicola D,Can't fault this hotel,Good simple hotel with breakfast to go and at orchard road .. near with bus stop and mrt station with good bed and room. Reception very responsive. But only window doest have good view. But for business trip this good hotel.,5
mskitu,Very good hotel in orchad Dan saving money,"I decided to stay at this hotel recently for a training course i was attending. The hotel is clean and rooms are standard holiday inn sizes with views of other buildings which is common for cities of this size. Apple enthusiast would love this hotel since its located behind the newly opened Singapore Apple Store. A hotel laundromat is a plus for those who travel light especially on business trips and the outdoor concept gym is different from other hotel gyms i've used previously. Since i stayed till the beginning of ramadhan, i was happily surprised to know that the hotel also provides sahur and its location across the Al Falaah mosque, devout muslims can easily perform daily as well as terawih prayers with ease.",1
AsiaTravelHero,Two Weeks,"My husband and I stayed for 5 nights. We arrived on an early flight and the staff did their best to give us an early check in and a late checkout because of a late flight home. The room was very comfortable and quiet and the complementary breakfast was wonderful with very friendly staff and a variety of food to please any taste. The handy phone provided to guests was very useful and some of the deals offered were good value. Great location, just near a bus stop and a train station. Really recommend this hotel.",4
David C,"Location, location, location!","excellent location in behind of large apple store orchard. very good cleaning service (clean room & give my room 6 bottle water, very appreciate). breakfast is standard but still good taste. And if you use mrt (train) from airport, exit gate in Somerset station and go to @313 shopping centre that go to orchard road, that 5 minutes to hotel. overall holiday inn express orchard is very good for stay.",5
denise,"Cozy, clean, great location","Stayed here for two weeks recently while on business. Nice new clean hotel with everything you'd expect from any Holiday Inn. The real credit goes to the staff though, who were both friendly and extremely helpful during my stay. Thanks. Matt.",1
rajsharvin,Few friendly and accommodative staff,"Would you believe this?! A great hotel with reasonable room rates right smack in the heart of Orchard Road in Singapore?! I didn't expect too much, since it is a Holiday Inn Express, but it did surprise me with a few nice touches. Location: Can't be beat. It's right smack behind Singapore's first Apple Store on Orchard (pity it wasn't opened until the Saturday on the week that I left). Food: You don't even need to plan for your food as the myriad of shopping centres offers so many choices at their food courts and restaurants! Transport: Somerset station is less than 5 minute's walk away, and likewise is the nearby Orchard station as well. If you prefer a bus, there's on just 2 minutes away. Rooms: If you're a couple or even alone, the room size is adequate enough. Inside",3
Dan S,Good value for an Orchard Hotel,"The Holiday Inn Express was a pleasant surprise! What we liked: Clean, modern style bedrooms, large beds with comfy pillows. They provide you with a handyphone that you can use during your stay. Fantastic location! It takes less than a minute to walk from the hotel to Orchard Road. Breakfast buffet was a bit small but they had those that I liked - sausages, ham, bacon, eggs, pancakes and waffles, hashbrowns, cereals, bread, fruit. What we didn't like: I can't think of any. With the hotel's great location, nice rooms and service, and it's reasonable price, it's a steal! No wonder it's almost always fully booked!",1
TuanaUmit,Great Location,"Excellent customer service. Kudos to Jen Nee and Mary The hotel is located around 5 minutes from Somerset and Orchard MRT station, which makes it easy to travel. And it's just 30mins drive from Changi Airport. The breakfast has a variety of choices and starts from 6.30 to 11, and for the grab and go from 5.30 onwards, great for those that are in a rush like me. The pillow is very comfortable the soft one I mean, I had one of the best sleeps ever. The hotel even have a 24 hour operated gym which I find very convenient for guest. The staff that checked me in Mary was so professional from her voice and vocabulary to her facial expressions, although she has a lot of hand movements going on there. She even explained every step that she was doing during the check in like for",5
richard o,Ideal location on a budget,"If you want to be in the middle of Orchard, this is a great choice. The hotel is nice and clean. The breakfast is definitely better than most HI Express hotels I've been to, and the location is smack in the middle of Orchard Rd.",5
Viloki G,Expected a little more,I think good location and clear rooms. Price performance is good for Singapore. Communication is perfect and free with travel buddy (handy). Very close the shopping mall and Orchard road. Thank you ...,4
stephen l,On Orchard Road,Great location on Orchard Road area. Amongst shops and restaurants. Standard express. Breakfast not great. Caters for Muslim food which is ideal as opposite the mosque. Rooms clean and tidy with nice decor,5
Nilesh P,good clean hotel,"I stayed at the hotel with family for almost 10days. I would strictly advice couples with infants to not to stay here as the rooms are very small. There are a couple of things that I did not like at the hotel : The fact that I had to keep asking for a bathing towel for my infant even though I told the them that we have a baby..wouldn't my baby bath everyday? Secondly, my family who stayed in the other room asked for a spare quilt/blanket amd much to our disappointment it was not available and on top of that the air conditioning has some sort of auto reset and as such we are unable to change the temps to our specifications The in room menu..please don't be fooled..the hotel does not make it..they order it from outside which may take hours In their favour, we didn't know about",1
Phi N,Orchard Road Convenience,"Very friendly helpful staff. situated on Orchard Road, right close to the main shopping centres. Comfortable rooms. It is under 5 minute walk to Somerset under ground train station , which can take you any where around Singapore.",4
AnkurChhajer,Heavan for Shopping Crazy Tourists,just off orchard road with good clean rooms. GREAT benefit of Iphone supplied at no charge - can make free local calls and even land-line international calls to a few countries. Breakfast included with quite an extended b'fast time between 6.30 and 11 am.,5
Vandy,An average experience made good,"Small, neat and tidy room. Hotel is very convenient to the main Orchard Road for restaurant and shopping, or just site-seeing. Staff are friendly, no frill or thrill, just your basic good value hotel.",1
Mary Kay O,Top Spot to hang your hat on your a visit to Singapore,"This place in located in centre on Orchard Road. Walking distance to 3 Best Malls of Singapore - ION Orchad, Ngee Ann City & Paragon mall is just next door. Very well made up rooms, small but tidy. I requested for Higher Floor, which was swiftly accepted by reception. Very nice breakfast layout.",3
Anothertraveller238,"Great location, great price, free breakfast and free use of mobile phone","The location of the hotel is great - right on Orchard and walking distance from the restaurants on Cuppage Terrace. The hotel is blanketed by other high-rise buildings so not much of a view or privacy, if you wish to draw your curtains open to catch a glimpse of the morning sun... Breakfast (for vegetarians) could be improved upon with some hot and well-cooked dishes. The red light on the smoke detector in the room was an annoyance the first night... The soft pillows were really comfortable and the ease to get the taxis was a bonus. I did have some issues which Charmaine took ob board and offered excellent follow-up and customer service which swung my review rating from ""Average"" to ""Very Good"". Thanks Charmaine for the customer focus.",1
eclipse1172,Great location,"The Hotel was good, the rooms were very clean, not big but enough for us. The staff was very friendly and helpful. Breakfast was great with a very large variety for every taste. There was some confusion with taxis as there is more than one Holiday Inn Express. But this location was great and within walking distance of shopping museums and restaurants. The free mobile phone was a plus too.",5
Krisandi S,Top quality hotel in the middle of Orchard rd,"I always stay here whilst in Singapore because of our addition to shopping in Orchard road. This is the best price for a really clean, no fuss room 1 minute to Singapore excellent train service and of course shops and places to eat. These guys have step up a notch. The free breakfast has improved significantly and free use of a mobile phone tops it. Hey I am here for shopping why waste your money on a hotel room that I will not use its facilities.",5
WelshBird07,"A great little hotel, ideally situated","The hotel is good. Have a great location. Its brand new. Surprised us with early check in. Ive been to Singapore so many times & early check in is a rarity. Yet despite all that, there some things that i believe it can be improve 1. The housekeeping cleaned the room daily but i guess not thoroughly vaccumed . 2. Breakfast quality need to be imptoved especially bread section. Overall breakfast is ok, but bread section isnt to great . Will definitely stay here again",4
Rasisri,I like this place,"This is the first time we stay at this hotel. It turns out to be a near-perfect find as the location is prime, almost in the middle of the orchard road. Between orchard and somerset MRT station with only 5 minutes walk to either one. They provide a good breakfast along with our reservation with limited choice but good enough to fill our belly before going out. Coffee quality is very good. We have a few trouble in maintaining our room temperature using the remote because the auto function didn't provide enough cool air after a few hours and we have to switch the fan back and forth. The design of the shower door is interesting because they only use one door to either close the bathroom or the shower area, so sometimes water can flow out. There are laundry machines that guests can",5
ClauClau82,Can't fault it,"Recently stayed at this hotel for 5 nights with friends. We arrived at the hotel late at night after a long flight via Kuala Lumpur, only to find we had been allocated 2 x Double rooms rather than the 2 x Twin Rooms as requested on my booking. The check in staff advised that there were no twins available but after showing them my booking they did manage to find a room. Unfortunately we had to wait until the following day to change the second room but this wasn't a major issue as our 4th party member was not joining until later that day. I would advise you check in with the hotel a few days in advance if you are making a specific request. I have to say that the staff were polite and helpful whenever we had a query. The other thing to bear in mind is that the hotel specifically",1
devadevi,Enjoyed our stay,"These days I stay in Holiday Inn whenever I go abroad on business or pleasure. Usually I travel to Singapore or Hong Kong and I normally book myself into either HIE Bideford Road in Singapore or HI Golden Mile in HK. The rooms are spick and span and very well maintained and the staff great.The breakfast provided in the Express Hotels, though not great in terms of variety and choice, is usually nutritious and enough to start the day.",4
Joseph O,Excellent hotel with fantastic location,"Great location. Great service. Great facilities. Comfy bed, delicious pillows, good wifi, strong toilet douche, complimentary water bottles, cookies on arrival, modern and clean, amazing travel buddy phone, efficient friendly help. Really great all around!",5
Karen,Excellent service,Stayed here for 3 nights and had booked 2 rooms. We got both rooms on 6th floor. We managed an early check in (one room) so pretty happy with that. Service was good and breakfast was delicious. They have a nice location and Orchard Road is at a walk able distance. Staff was helpful and nice. Only thing missing in the room was a tub in the bathroom. Will surely visit again!,1
bubu1979,Fine for short stays,"Read fantastic reviews of this hotel and decided to try it out. Well, it certainly lives up to the fantastic reviews. The service was excellent from the reception all the way to the housekeeping. We arrived early at around 11am and requested for early check-in and we had a room available within 15 minutes which was excellent. The reception area was bit small but since it was connected to the breakfast cafe area, there was enough space for us to sit around. The rooms were modern and comfortable. For those who love soft beds, well Holiday Inn Express Orchard is for you. The rooms were well equipped with LCD television, coffee making facilities, refrigerator, safe, centralized controlled air-conditioning, free WIFI throughout the hotel and there was even a ""travel buddy""",3
Pei S,Great hotel,"I was there for 3D2N stay. I booked via booking.com for a twin bedroom aa there was a promotion. However, i was upgraded to a queen bedroom and was introduced to the IHG membership application so i could check in straight away. Thanks to the staff (named Mika, sorry if i got it wrong) who helped me with the smooth check in. Location needless to say it was strategically located which was one of the reason I chose to stay here. Breakfast is okay. Taxis are available. The room itself is clean and comfortable. Recommended and Definitely will stay here again.",1
phoukhaophet,Good stay Singapore,This hotel was my first experience the express concept in IHG world. pros: basic & bare necessities are catered to. cleanliness & bed quality are great. have a small outlet where one can have a small bite or a drink. location (especially if your work involves nearby places or you're a party animal then many options in walkable distance of 5 to 15mins) cons: apart from the housekeeping its a self service hotel. so forget room service. no restaurant kitchen which automatically means no room service either. The small outlet (I mentioned in pros) has very limited options (I guess 6-8 food items only) and runs out them very easily and is not open 24hrs either. The express (almost no-service) concept makes them offer rooms at a few dollars less than that of a full service hotel in,5
babitingz,"Great location, decent rooms",1. Room was really new and clean. 2. Great location and friendly hotel staffs. 3. Bed was very comfortable. 4. We all loved complementary breakfast. We will definitely recommend this hotel to all my friends and my clients when they visit Singapore.,5
Notenicha,Perfect location,room very nice location Central of shopping orchard nearly hospital. Easy to change money goes food walk street Nearly walk to merlin park Marina Sand bay shopping wondering got so much taxi go any where cheap price,4
ld2310,Love.....Love....,Holiday Inn Express Orchard offered great service during check in. The room was clean and spacious enough for a decent stay. Location is fantastic as all major shopping malls are within the area. Overall it was value for money.,5
Frank L,Accommodating,"Location is perfect. Property is good, still new and room size is not too small. Worth paying. However, room is not that clean, maid not changing bedsheet and still a dust in some spot. At breakfast, food is not variety, and too many local items.",1
Reslimpan,Great hotel,"location is the best.... the hotel has HANDY mobile phone in every room, we can use it during our stay, browsing, local or international calling is free if the country code is on their list... Japan, US, Indonesia are among the list. Breakfast is good, I really love this hotel",4
Ton AJJ van Dijk,Good hotel and very conveniently located,"I booked three rooms but had to cancel one due to unforeseen circumstances. Due to my heavy travel, I was not able to handle the cancellation in time. The manager, Mr. Eidrus, was very helpful and gave me credit for my next stay. I am happy with the outcome as I travel to Singapore for business and pleasure quite frequently. I find this hotel to be convenient and of good value. Despite not having a restaurant, it is only a short walk to the vast choice of restaurants in Orchard Rd. Besides, there is a ""bar"" that does serve Bombay Sapphire gin.",5
marianaranshel,Simply Unique Hotel,"Great hotel in a quiet location but yet close to the hustle and bustle of Orchard Road. Great functional rooms, a bit on the smaller side but can't complain as the value is good. Comfortable beds and a quiet a/c to make sure you sleep good...",1
Chris M,Good value hotel,"Stayed for 2 nights and hotel room was good, clean and big enough with amenities provided. Breakfast was included and although relatively simple, it catered for different traveller's tastes. Staff are very helpful Located very close to Orchard road and MRT stations.",3
Brischief1,"No frills, but delivers what it promises","the room is quite simple but really nice! been staying in this hotel for 4 days. not my first time, but constantly since 2 years ago as a number one hotel destination in Singapore due to its location which is near the city centre and easy transportation access! 😀",1
Muralitharan Krishnan,Strategic Location with Friendly Staff,"Stayed during business trip and thought the hotel did a good job. Efficient friendly staff, bedroom clean modern and comfy with good a/c. No dinner or bar so need to eat out. Breakfast ok but did the job. Comfy bed choice of pillows clean linen and towels Good quiet location off Orchard Road so good for tourist bit too Would deffo go back",5
SUSAN D,Good experience,"Had a brief stay, arrived late afternoon, checked out in the morning. Room was small but functional. It is a no frills offering however it works well. I did not have the free breakfast however when I checked out it was very busy. One thing i liked was a sign in the lift which advised the busy time periods for breakfast,this is a good way to manage guest expectations. Was on the top floor, my room had a partial view over the city. As per other reviews, the location is very good. Was easy to walk with luggage from the Somerset MRT station to the hotel. Overall, it is not pretending to be something it isn't, and delivers well",5
Andrew S,Best Budget hotel I've stayed in Singapore.,This hotel is located at strategic place near to Orchard Road. It's good deal at Expensive area. The staff at front desk was vert attentive and fast. All the staff were friendly. The room size is worth for the price that I have paid. The breakfast was good. They had a lot varieties and taste good. The Indian breakfast was a surprise for me. So overall satisfied with my stay in this Hotel.,4
Brendon C,Good Location,We stayed at this hotel on our outward and return journeys to Sydney. Our stays were both excellent all the staff were very friendly and we would love to stay there again. It is close to shops food and busses. After touring the island on the hop on and hop off busses we saw lots of places and we decided we were glad we had chosen this hotel.,5
Mel P,Very comfy stay & perfect location,The room were smart and for a budget hotel it's actually quite big. I stayed here for one night to watch a concert in Singapore. We squeezed in 3 people in one room because the hotel was fully booked. We all slept comfortably with cold AC and really good shower. The location is obviously the best part of this hotel. It's just across from Paragon mall. Food and shopping were easy. Transportation especially easy. Will stay here again next time in Singapore.,1
annaZG,Best location,"This hotel is very close to shopping malls;?Paragon shopping mall is a place to have meals and some shopping. Our Room was comfortable and clean. We liked the breakfast (there was good selection of coffee). The area was veryvsafe at night and if you want to, it is possible to walk to Botanic Garden from the hotel. If you value cleanliness, appreciate that a hospital, shopping malls, cafes, restaurants and even a public library are nearby, and are not fussy over breakfast, you will enjoy staying in this property. We will certainly return.",4
Eat Fly Sleep Repeat,Camera missing,"I stayed here for a night for a business trip with shopping agenda. This hotel i highly recommend in terms of cleanliness, no fuss, and centrally located in orchard road close to all shopping and eating places. Check in and check out was quick. Breakfast was good. As an ihg member, i had an early check in and very late checkout. Great customer service! I did enjoy my stay here and will stay here again next time.",5
Bård A,Good clean easy,"It was a great catch to find this hotel! İt is on the Orchard road yet not directly looking at it, cause it can be very noisy the mentioned road. So I found my self in a very center of everything in Singapore and still peaceful and quite to relax after the exhausting sightseeing every day. Hotel is rather new and very clean. Rooms are really nice and breakfast was great. Staff at the hotel was very helpful and professional. And the price was like twice as cheap tjam the naerby hotels that provides you everything this one does. So I would say definately a best buy!",1
