Reviewer,Title,Review,Rating
Miller,Good Location,Be warned that if you book the suite the bedrooms have no doors. This made for very little privacy. Kind of awkward if you are traveling and expect two separate bedrooms and bathrooms Location is great I will say that.,2
Joe T,River Hotel will be our GO TO accomodations in Chicago.,"My daughter and I spent 4 nights at the River Hotel. We'd picked it as part of an airfare/accommodation package. When we decided to upgrade to a bigger room, the hotel quickly made it happen and the upgrade charge was more than reasonable, cheap in fact. When we checked out, I left a shirt hanging in the closet and they sent it to me! We absolutely loved our trip to Chicago and plan on returning. The River Hotel is where we'll stay every time. Lovely place, and close to absolutely everything.",1
Troy V,Disappointing,"Hotel is in an ideal location for a quick trip to Chicago, central to everything touristy. The staff were very friendly upon check in. Our small room was the big disappointment of our stay, no room to open suitcases without tripping over them. Facilities were ok but not what you’d expect from a hotel in this location.",3
JMChep,GREAT in all ways...,"Hotel is in a good location in DT Chicago. If you have any worries at all about the location being good enough, dont worry, you wont regret the location. Its a short walk to pretty much everywhere including transportation options and the riverwalk. The staff was very nice. The room was very comfortable except looking out the window and seeing nothing but a cement wall. The carpet in the room was a bit dirty but otherwise no complaints at all with this hotel and the location. The only reason I didnt rate it a 5 was getting a view of the wall. At least some descriptions could be included like ""no view"" when booking, or maybe they gave us the least desirable room to give the better rooms to other people. Otherwise I would consider the hotel again but would ask not to be put in a",4
Melissa A,Nice Place To Lay Your Head for the pricr,"Just a wonderful, casual stay, close to everything. Make sure you see the river walk is across the street. We ate outside at the street side patio every day for either lunch or dinner. Our room was excellent, newly renovated for sure.",5
croberts118,Great room and amazing staff!,"This hotel was a disappointment. The room was very small, dingy and not well maintained. There were fingerprint marks around every light switch, scuff marks on the walls, worn carpet. The window looked out to a brick wall about 20 inches away. My floor had",3
Jack F,Some things right... so many things wrong,"I booked the River Hotel based on previous reviewers opinions and location. Room rates in Chicago are rather high, ( like any world city) so cost was a big factor, but luckily I was sharing with a friend. RH offers double queen rooms with two separate areas to sleep as well as each having its own bathroom & TV. The room was spacious, clean and comfortable. Beds had nice crisp, clean white linens, with an ample choice of fluffy pillows. The location is ideal for everything there is to see & do all that Chicago has to offer.Great proximity to the theatre district, Grant Park, Navy Pier and Michigan Ave. The staff were pleasant, friendly, and knowledgable. A really great choice for the business & leisure traveler.",3
Cindy S,Large Group Stay,"So if you are going to Chicago to stay in your luxury hotel to be pampered with massages and 5 star room service- this is not your hotel. If you are going to Chicago to shop, sight see, or hit a few wonderful restaurants and want a clean, well maintained hotel where you can sleep peacefully- this is your place. The price is great for what you get. There are few frills, but the accommodations are very reasonable in terms of function and comfort. The perks: - Great location! Close to shopping, parks, restaurants, Navy Pier and most downtown sights. - In and out valet parking for a reasonable Chicago price ($52/day). You can find cheaper parking nearby, but not with in and out options. - Complimentary ater bottles and purified water on all floors. -Lounge with complimentary",5
730chitown,Many Better Hotels in Chicago,"We had a great experience from the time we pulled up outside the hotel. Valet took our car, we got a great room with a view (always ask for a view-it’s beautiful!), & it was complementary wine hour when we arrived! We even booked an extra night because we enjoyed our stay so much. I asked for an extra blanket before bed & I got on the elevator and went to my room & they were there at the door waiting to give me the blanket. I was super impressed with the friendly and efficient employees. They were always willing to help if we needed anything and suggested fun things to do in the area. I will definitely stay here every time I stay in Chicago!",5
TravellerAtWill,Can't argue with the location - can't shower with praise,"The building looks beautiful; the lobby too. They upgraded me to a room with 2 bedrooms, 3 tvs and 2 baths! I was ecstatic at first. But more things wrong than I've ever encountered in 1 hotel room: 1. The a/c, even when set to 65, was warmish, and only blowed in the entryway, not in the bed area. 2. The light next to the bed was linked to the entry light: if you wanted the bed light to work, you had to have that hall light on. If you turned that off, the bed light went off too. 3. No ironing board! 4. Nothing to put the soap on, just the bathroom counter. That's icky. 5. The bedspread was cool looking, but not something I'd like to sit on or sleep under. But if I peeled that away there was just the sheet. 6. That entryway was dark, even with its one light turned on. 7. The",3
awes0meayres0me,Fabulous Hotel!,"The River Hotel was the perfect location for our large group stay yesterday evening. The hotel manager, Anna was professional, courteous, and incredibly helpful! We loved the entire staff including Pedro and Sierra at the front desk. It was located conveniently to all of the iconic spots we visited in Chicago and the gorgeous River Walk was right across the street.. an awesome view! We felt safe and very well taken care of and I can’t wait to stay there again on my next visit to the Windy City!",2
roxy3010,Very nice,Rooms are small and overpriced. Lack of amenities. Beds are uncomfortable. Skimp on the linens in the bathroom. Seems to be a small hotel that they tried to update but failed pretty badly at doing.If you are coming to Chicago I can think of many other hotels to try instead of this one.,1
Ben H,Avoid the valet parking service,"River is not surprisingly right on the river, so you're within reach of a whole host of restaurants, bars, shops and attractions. I was there for business, with clients in the Wrigley Building across the bridge. The Trump tower is opposite, with his name splattered all over the side. That's a bit garish, but if you like to be surrounded by unique architecture, it's a great place to be. The hotel is a bit dated, but the rooms are okay - but for the bathroom. I'll get to the rooms, but let's talk about the lobby and... actually getting to the rooms. The doorman was a bit useless - often not realising I was there, standing in front of me as I tried to enter and just plodding about. I asked him if there was a store near by to grab a newspaper and some candy... he silently",3
Nikki H,Way overpriced for the value,"I stayed here for 5 nights around July 4th with my 2 adult daughters and it's hard to express how good we thought the hotel was for the price in a short review. It's right in the heart of Chicago, opposite Trump Tower (which makes it easy to find your way back to - look for Trump Tower and walk that way!). The hotel is within easy walking distance of most of the main attractions, including Magnificent Mile, the river walk, Navy Pier and the lake front, Millenium Park and the Cloud, Willis Tower and the Art Institute, and just around the corner from a CTA station for trips further afield (although the only time we used public transport was for my trip to Wrigley Field). We paid a little extra for rooms with kitchenettes, which was worth it for the extra space. Thr rooms were kept",4
Mortaric,Perfect location,"Stayed here for 5 nights, had a lovely trip. The room was very small but enough space for 2. Could have done with a bit more storage for cloths so we wasn't living out of our case. Good central location. Complimentary tea, coffee and water and snacks throughout the day. Would stay here again.",5
Jean E,Our Refuge,Really average room but the bed was comfortable. The really bad thing was the valet parking...they were pretty slow but that's understandable when it's busy. What wasn't understandable was them stealing my phone mount and charger out of my car.,3
Bryce B,Great Stay,"The rooms are very small. Hotel offers no free breakfast and you must pay for valet parking. There were no microwaves in the room or common area. The tv in our room did not work. It served its purpose of being a safe place to sleep, but was NOT worth the $170/night I paid for a romantic weekend that ended in lots of PB&J because we couldn't afford breakfast..",3
NZSailfish,Great location and service,"Very centrally located, good value. Next to the Wyndham Hotel. No parking, but there are affordable lots within a 5-7 minute walk. Free wifi, complimentary wine at 6pm, 2nd floor complimentary snacks and coffee. Nice decor, friendly staff. Elevators are slow. Rooms are small, as is the window, but room enough for 2 people. Window view is nice. No room safe. Air conditioning is nice and cold and quiet. Bathroom is small but nice with well working shower drain and shower head. Overall great experience and would recommend it.",5
Familyof5ohio,Friendly staff and fantastic location,"I have always loved the River Hotel and can't imagine staying anywhere else. The rooms are simply beautiful, the beds are exactly what we needed after a long day in the heat, and breakfast at Bella Bacino's is always a treat . Another highlight is that we're walking distance from Miracle Mile, the Art Institute, and Millenium Park. And my personal favorite...the River Walk. Stay here for simplicity, comfort, and location.",5
beachbella3,Good Location!,"My wife and I stayed at the River Hotel,Chicago and were very impressed and pleased with all aspects of our stay The staff-from parking valets to guest services personnel-were always friendly,professional and accommodating. Reese,one of the bartenders in the lounge,is a treasure trove of information on great non touristy places to see and eat at outside of the crowded city center Would highly recommended this hotel to anyone Great central location Seth Kopelman is the Guest Service Manager He and his staff were so helpful and friendly We’ve stayed in hotels all over the country The River Hotel is one of the better ones we’ve been to If we’re ever back in Chicago this will be our choice",3
BryanW52,"Great location, comfortable room","As many others have stated, this hotel is located near everything you would need or want to visit. When we arrived we had trouble with the TV turning itself off. I called reception and there was a maintenance man at the door within 5 minutes. We also enjoyed the snacks and coffee available on the 2nd floor as well as the complimentary wine hour each evening. Every staff member we came into contact with was professional, smiling and polite. I highly recommend this hotel to others.",2
Juliazora,Just ok,"The River Hotel lives up to its name as it is just across the street from the river and steps from Michigan Avenue. Very convenient to walk to the Magnificent Mile, the Loop, the theaters, and pretty much any central Chicago location. Easy access to the riverwalk, too. The front desk was friendly and accommodating, check in and check out was a breeze, and the valet staff and housekeeping staff were also pleasant. The coffee/tea/snacks were a nice touch, though I wish they would offer more of a continental breakfast, but there are cafes and coffee shops everywhere. Our suite was perfect for our family - two separate sleeping areas (no doors, but dividing walls), plus a pull-out sofa, and BEST of all - two full bathrooms (this is a must with five people). Our room was clean",1
trevnju,Great City...Great Hotel,"Stayed at this hotel for 3 nights while in town for a birthday weekend. This hotel was in a great location--close to restaurants and attractions ( Mag Mile, the bean,etc). This is the first time I've been to this chain of hotel, a few really cute added touches like the snacks and drinks on the 2nd floor! Only downside would be that there were only 2 elevators for floor 11- 42. You can imagine the wait/how crowded the elevator was. Sometimes it took us 8- 10 mins just to get on the elevator.",3
Robert F,Great location!,"A historic building in a great location by the river and handy for the Loop, city centre and all amenities and attractions. Popular with business people, airline staff and tourists. We stayed for five five days in a small but adequate room. Facilities were good - laundry, guest lounge with free beverages and snacks, on-site bistro. Slightly quirky elevator system due to the building housing two premises - The River Hotel and the Club Quarters members hotel. One of the highlights was the daily free wine tasting from 5-6pm!",4
Eitanrais,Great Hotel,"The room, bathroom, and view of the river were tiny. For $300/night. I expected more. The shower was actually spacious. The elevator took so long to get to us during busy checkout time that we took the stairs from the 11th floor. Our TV never worked but we didn't report it because we didn't spend much time in the room.",5
BeachBum424,Happy Home away from Home,"Would highly recommend this lovely hotel...friendly and helpful staff, lovely room, and a complimentary glass (or two) of wine each afternoon to meet other guests. Beautiful City, so much to see, a very enjoyable mini holiday",3
athanasiosm868,felt welcommed and good location,"Fantastic spot right on the river, close to everything. Clean. Smaller room but the bed was great for me. Had breakfast at the restaurant and the food was good but do get there before the main rush about 7-onward.",3
PaulRoss2018,"Perfect hotel, service and location","The hotel in a great location, The hotel is located close to everything you need, located opposite Trump's buildimy. Breakfast was very satisfying, the staff was always there if you wanted to find out something.",5
sgrainger2018,"Excellent Stay in Chicago, IL","The comfort of this hotel was excellent. With the charm of an older hotel, the amenities were current and top notch. The staff were all friendly and helpful. The accommodations in the room were fitting for my needs. Ample toiletries and comfortable room. The bed was soft and extremely comfortable. Rooms were a touch smaller than what's normally expected, but comfortable nonetheless. Restaurant was slightly understaffed during my stay, so at times the service time was lengthy but again the staff was friendly.",5
barcar,Another wonderful stay,The room is basic but clean and tidy. The shower needs to be more powerful but we understand their need for water economy. the overall bathroom was good and clean. Everything else was very good. ................................................,3
hfcr073,Room rating,The River hotel in Chicago is perfectly located to allow you to visit Chicago’s top attractions by feet. The hotel staff are very nice and always do everything in their power to help. I highly recommend this location.,2
David J,Happy,I had an excellent stay at the River Hotel in Chicago last week. The staff was very attentive to your needs and extremely friendly. The room was clean and the bed was comfy. It was a little difficult to find at first and people didn't seem to know the hotel when I said the name of it. Apparently a very well kept secret in the city.,1
Brian D,great location,We brought our 6 year old granddaughter to Chicago with us. We have stayed at this hotel at least 6 times and have never been disappointed. The location is perfect for walking to many touristy spots. We even walked to and from union station.,3
stevenlanglin,"Location, location, location","Room very very small, no view. Sink was clogged & not enough towels when we arrived but was fixed right away when brought to your attention. A safe would have been nice. $655 for 2 days (includes valet parking) was pricey for what we are used to, otherwise we enjoyed our stay. Staff was excellent & room nice & clean. Great air conditioning.",4
loribernholc,great stay in Chicago,the hotel is very centrally located directly on the river. many shops and restaurants are available nearby. The staff are very friendly. The hotel has a restaurant. There is a delicious breakfast conjured up. the rooms were clean. but unfortunately also noisy. We are very happy to have chosen this hotel. we were sad to leave after 5 nights.,5
Kathelijne M,Perfect,"excellent location, ease of taxi or Uber, very small rooms, good value for large city. excellent restaurant downstairs. walking distance to House of Blues and many other attractions. I was at convention, wife shopped and walked, so all good",3
Morgan W,Amazing service and great room!,"Hotel is right in town on the river - unbeatable location. Close to Magnificent Mile, Millenium Park and the ‘L’. Rooms are small, but always have what you need. The filtered water and reusable bottles on each floor are a nice touch. Ask for a river view — you’ll make a smart choice.",3
MICHELE T,"the hotel is very well located, near all the highlights We did all our visits on foot","This hotel was a great find and I will definitely be back the next time I come to visit my son. The room was reasonably priced, clean, and large. Even the restaurant was excellent. I highly recommend this place.",5
bdinhv,Great location,"This hotel is Perfect! Everything you want to are as a tourist is close..you can walk everything. Room is clean and Nice. There valet parking, free water and you can refill your bottle. Perfect for a visit to this great city.",5
Jennifer S,My room is a windowless closet,"The service was great from an extremely fast check-in to upgrading my room and even answering questions late hours of the night. The room was clean, and the bed was comfortable. It was in an AMAZING location, walking distance to almost anything you could want in Chicago.",3
micrm3,3 day stay,"The room was similar to the description, small but sufficient with a great view. for the breakfast, we had at the second floor fruits, cereals, coffee, tea and at 5 O'clock every day we had a glass of wine (red or white).",2
Concetta D,Perfect!,"We had a two night stay at the River Hotel and could not have had a better location. It had points of interest (Grant park, Chicago 360, theaters, restaurants..) within easy We had asked for an upgrade to a larger queen room so we could have a refrigerator and view of the river.Ironically the ""larger"" queen room is without a doubt the smallest hotel room we have ever stayed in, although clean and quiet.",1
Tom L,Excellent Stay,"When my work messed up and didn't get me booked in Hotel Monaco where my meeting is being held, this is what they came up with. Instead of window seats overlooking the city (Hotel Monaco), my closet-of-a-room is a rather dingy looking, windowless, hear everything going on in the hallway and rooms around you situation, complete with coffee stained info card sitting on the bed . . . Thank god I'm not claustrophobic and thank god at least they have wine (the least they can do to help you tolerate the rooms. . . ), yet somehow my 4-night stay will total over $1000. . . Never again.",3
patg0862,Perfect location,Left my jacket in the closet after check out. When I called to let them know they gave me the runaround. Never got it back. I called several times to speak with management but never had success. I was told to speak with house keeping but never got a return call back. I called again and spoke with someone at front desk and was asked to call management again and that the housekeeper went home for the day. Never got a call back from anyone. I must Have called 11 times each time was asked to give a description of the jacket and was told something different evrytime. One employee told me they would look in lost and found but never got back to me. I went there several times and was told to call tomorrow. They just gave me the runaround.,4
Rosie B,"Brilliant Location, Excellent Value","My experience in this hotel was perfect! Rooms are clean, well-appointed, not so big but privided of all comforts (Tv, coffee machine, bathroom, and free wifi). In each floor, near the lift, you can find a free water dispenser with new bottles and also some chocolates and candys. Every day at 5.00pm, in the lobby is arranged a complementary wine free for the hotel hosts. The hotel is very well mainteined and clean but the strenght point is the position in the city. It is located in the loop (the city center) on the river in front of the Trump tower. It is really close to millenium park and magnificent mile (two of the most touristics place in the city). Moreover the hotel is close (5-7minutes by walk) to the underground line for the O'Hare airport. The staff of the hotel is",5
lois1232018,Great location,Anna and the service staff are top notch in all respects. Caring is the best word to use. Our room was clean and very comfortable. The 5:00 complimentary wine served in the lobby was an added bonus which made you feel like family. The location is spot on for the many attractions and allows those who like to walk like us to do so. The Big Bus (hop on and off) starts and finishes right across the street. We drove our vehicle and used the valet parking. It was obvious that our CRV was treated well. This was our first time visiting Chicago. It was amazing thanks in part to our choice of the River Hotel.,3
jen11142018,Nice getaway!,"This hotel is in a perfect location. A short walk to the magnificent mile, Mellium park. The train is a short walk away that will take you to Wrigley Field, Lincoln park zoo. The hotel staff are awesome. So helpful. Nice clean hotel.",3
timdanzoo,Visit to Chicago,"We booked a superior room as previous reviews had suggested that the classic rooms were a little small, we got a good sized room with a sofa, desk, fridge and microwave. The bathroom had a walk-in shower, rather than a bath-which suited us fine. We also had a great view across the river. Everything worked, good wi-fi, huge TV. Check-in was quick and efficient. The location is perfect for a city break, most sights are within walking distance, good access to trains and buses. The hotel doesn't have its own restaurant but the attached restaurant does good food and there are plenty of other eateries nearby. The staff were, without exception, really friendly and helpful. This is somewhere I'd happily return to, and will recommend to friends.",5
Laverne B,Business Trip,Room had everything we needed. Staff were very courteous and helpful. Nice old building with great views. We would stay there again and highly recommend to others. Easy to visit all the main attractions.,5
Alex,Excellent,"My husband and I were gifted a weekend here for Christmas! It was a great location! The staff was wonderful. You could hear street noise, which is mostly unavoidable, but we couldn’t hear either of our neighbors once they were in their room. I would stay here again without hesitation!",3
SopoHeldebro,Terrible experience,"Hotel is very well placed, so easy to visit museums, and river boats and has great views. Staff so helpful and well informed. Even provides launderette for guests so handy when travelling a lot. Lots of good places to eat along the Riverwalk.",2
bandero510,"Nice Hotel, Great Location",Very accommodating staff. The hotel has a restaurant attached with food to die for room service in the mornings were convenient and delicious. The view from my room was beautiful overlooking the river.,1
Wesley B,Great Location for a Show!,"Excellent location and view. Comfortable room, there is everything what you need. Nice compliments on the second floor. Daily vine in lobby. Friendly staff. Very nice restaurant. I can recommend it for visiting Chicago.",3
ngonz29,Chicago Weekend Trip,"Due to storm in Chicago, my plane was diverted in Green Bay and was stuck there for 24 hours. Although, I pre-paid for the stay in The River hotel, they cancelled my booking without even notifying or refunding me. When I finally got in the hotel they were not willing to give me any room and was blaming me that my (paid!) room was cancelled. Finally after a long discussion I managed to get a room with no windows. I would not recommend anyone booking this hotel.",4
wangjay819,Average,The hotel gave me a room according to my request/ preference. The room was on the higher floor and facing to the river. The check-in process was very quick and simple. The location was superb as it is situated right in the down town area and close to any public transportation. Easy access from the O'Hare Airport. Just take L train (Blue line) from Airport train station and get off at Washington station (45-50 minutes) and take another 10 to 15 minutes walk to the Hotel. Will definitely comeback to this hotel again if travelling to Chicago Overall : EXCELENT !!,5
kathleenl288,Great location and friendly bar staff,"We really enjoyed our stay at the River Hotel after watching Hamilton. The hotel is nicely located within a walk of CIBC theater, Michigan Ave., Wacker Drive, nice eateries and Millennium Park. We benefitted from parking until 6 p.m. the next day. The valet was very helpful and prompt. Great place to stay!",3
Kent M,Great Value for Business Travel in Chicago,"I have nothing but great things to say about my stay at the River Hotel. It was my first time in Chicago, so location was a key factor in choosing where to stay. The River Hotel is prime location in the heart of downtown. We were able to walk just a few blocks to go shopping or get something to eat. I also received great customer service from all the staff. The hotel is clean, and looks just like the advertised photos. I would definitely recommend this hotel to my friends and family, and will come back and stay myself!",3
Yolanda T,Great stay,"The room is a bit old which needs some upgrade. The location is great, close to shopping and the river. The service is okay. I would come back here for it's location. It's also close to the train that goes to the airport.",5
Michael R,Centrally Located,"Great location for walking to park, museums and other lovely sites. Hotel bar staff very friendly and good place to eat. Love the free filtered water and bottles on each floor! Near good restaurants and the canal view is classic.",5
flyingjmg,Awesome hotel,"I often stay at the River Hotel when on business in Chicago. It's location downtown is convenient. The room is always clean and comfortable, and the staff service is excellent. The River Hotel has all the amenities I need (e.g. fitness center, free Wi-Fi, etc.) without a bunch of extras I don't. It's a great value for business travel.",3
kelseyjdale,Queen bed is actually 2 twin beds put together,"We had the best time. Our room was a little small but we weren't in there much anyways. It was a little hot ,but they brought us a fan right away. The staff were very nice and helpful.We would love to go back someday. Next time I would get a room with a better view,but we still loved it.Thank you for a great stay.",2
Joanne i,Perfect Location!,"In downtown, across the road from Trump Tower and nearby restaurants, attractions, and the loop. A clean, relatively quite, comfortable place. Nice small room and facilities, perfect for business and sight-seeing Not a problem for me but the bed is actually two beds pushed together so it would be easy to slide between them. I very much enjoyed that this hotel was not full of school groups and is a step above many of the chain hotels.",1
LandPete,"Location, location, location...","Loved my first trip to Chicago. River Hotel is located near the Loop- lots to see and do. Rooms are spacious , complimentary coffee, snacks. Beautiful place. Prices were very reasonable for all that’s included.",3
shawnmooring,Great View,"Room was small, price wasn’t bad. The bed was 2 twin mattresses with one sheet so I woke up soar after sleeping most of the night in the crack. Either side was comfortable though. I would recommend this place for the location, but would warn people it is a small room with only standing shower",4
JFontaine87,Not worth the money,"Perfect location right at the river- John Hancock, Magnificent Mile, Navy Pier, Millinium Park, Chicago Theater, Architectural Boat Tour, Pedway, Willis Tower: We were able to walk to all the places we wanted to see. Great rates friendly service. Middle of downtown",5
Phip00,Hotel is fine.,"This was our first visit to Chicago and we couldn’t have chosen a better location, which for us was the main selling point of this hotel. As the name suggests it’s opposite the river (where you can get boat trips), just around the corner from the Magnificent Mile and The Loop, a short walk from Millenium Park, and there are views of the Wrigley building and the Chicago Tribune Tower from the front of the hotel. The staff members are friendly, polite and helpful, the coffee and snacks available (free of charge) are a bonus, however the Club class rooms are very small and nothing special so it would definitely be worth upgrading - depending on the cost of course! Would definitely stay here again.",3
Ian T,"Fantastic position, great hotel, wonderful experience","Great location, high floor view of the river is awesome! Easy access to restaurants and other attractions. One elevator was out of order during stay but staff was very helpful and accommodating while dealing with the problem.",3
aycarrillo,Comentario,"Stayed here for a weekend during a conference. Great location. Tv is garbage and doesn't work, remote was broken, shower leaked, no room service menu, room phone was broken, slowwwww wifi and sheets felt like plastic bags. Will never be back considering the price was well over 600 for a few nights with no amenities. Not impressed at all.",5
rwhay,First Trip to Chicago,"Hotel was fine and front desk staff were pleasant. Room was clean and had a good view over the river facing Trump Tower. Location was ideal. Only downsides were draft from window, there was no refrigerator and breakfast was not included. Skipping on breakfasts, however, appears to be a trend now.",5
Mayela R,Chicago discovery,I really enjoyed my stay! First time in Chicago and the location was brilliant! Hop-on bus parks outside the hotel and the Magnificent Mile is on your doorstep! The rooms were slightly larger than I expected and the rate was really good! The restaurant down stairs is probably the best pizza I've had!,3
llaarsen,room with a view,"The place and the location is excellent. The room is very comfortable, but the only drawback is that you hear the room on one side if you close a door or something. The attention of all employees is good",2
Joyce F,Girls Weekend in Chicago,"The River Hotel is a nice, clean Hotel in the heart of Chicago.The rate was very good. We had two issues (TV not working and hair dryer not in room)...both were fixed within an hour of our call to the desk. We would definitely stay here again.",1
ramosg1,Great Spring Break 2018!!!,Very well located hotel and nice building. Close to major sites for visiting- most at walking distances. Lack of a restaurant- specially for breakfasts. The rooms are very small and elevators are insufficients.,3
irishmom01,Disappointed!,the staff is really friendly; i like the CQ fit concept - they provide a yoga mat and resistance bands! get the front side of the hotel with a view of the river! Hotel is very conveniently located to all points of interest.,4
rolf961,Perfect Location,"The location was perfect on East Lower Wacker and Michigan Avenue. We booked the 2 bedroom with kitchenette so we could have more space for the 3 of us and it was great. We had a small kitchenette which allowed us to make breakfast everyday before we went out sightseeing. The beds were good, the room was clean and it did the job. If we needed extra towels, or more coffee, they would promptly bring it to our room. We would recommend this hotel and when we come back will definitely be staying here",5
37jon,River Hotel - Jon's Review,"The staff, room, experience in Chicago for being the first time was great. I would do this again in a heart beat with my family or friends. research your plans before anything you do. Thanks for the help trip advisor also other websites.",3
Hashem S,Not satisfied,"First, I had booked a.room with 2 beds and we got a room w 1 bed and a sofabed, and they called that 2 beds, and refused to do anything for me. Then the bellhop said he would bring up our luggage, we waited over a half hour. I found our luggage just sitting downstairs in hall unattended. I took it and no one even noticed. The bed was SO hard!! Room very small but good location. No blanket on bed either.",3
Jacob A,BED BUGS,This hotel is simply perfect for a touristical stay in Chicago. In the heart of the loop - only footsteps away from lots of city highlights. I was there during St. Patricks Day - I had a perfect view on the green Chicago River. It was awesome.,5
sinead2692,Great location,"The River Hotel is perfectly located in downtown Chicago---location-location-location makes a difference in this fast-paced city. The River Hotel is quaint and charming. Two critiques: elevators are slow, and rooms are a bit tight - I wasn't in my room that much, so not a bad experience.",5
John C,Great location by river,"I booked the river hotel. When I got there, first they said they don`t have the room ready, then they said in order to check you in now we are going to charge you $50 as early check in. They put me in Quarter`s club hotel instead of River hotel",3
Alex F,Amazing hotel,"So this hotel is pretty nice to look at, and the staff was very friendly, however, we entered the room (very small) and continued to look at the room. We lifted up the sheets and it was clean and mattress was clean, however in the box spring of the bed, there was a swarm of bed bugs that once we flashed the light on them they all dove into the box spring. We continued and the front desk and they upgraded our room, however due to our disgust we arranged a booking at the Hyatt Regency down the road which was beyond clean. Thank you Front desk for your efforts to accommodate, but we could not deal with the bed bugs in your hotel.",2
Jesuisphenix,Really nice for very little,The hotel location was amazing and near everything. The room was very small but fine for the weekend. The room and bathroom were clean. They also had complimentary wine at 5 during the week days which was nice.,1
Vilma B,Review of week,"We have stayed there twice recently and enjoyed the location by the river and access to restaurants, shopping, and tourist sites. The Big Bus tour is also right across the street! The staff at the front desk were really helpful in recommending the right bus to get us where we wanted to go, too. Thank you for a lovely stay!",3
Brittany S,"Great location, fair price!",The hotel is one of the best hotels I have stayed in. The location is great and you can easily walk to all the main attractions. It is right by the river which is a nice view. The room was really modern and clean. There was a coffee machine in the room and the hotel provided complementary fruits and soda and water. The staff were really friendly and helpful. I would defiantly go back there and highly recommend it.,4
Janelle A,Great location,"The room was nice although a little bit small. The employees were very nice. It was really nice to have snacks, sodas, coffee and water at all times. The price was really good realeated to the services. I definitely recommend it.",5
Rebecca H,Perfect Location,"Great location. From the staff. They need to remodel the elevator and some parts of the hotel. Siri did not work for two days in a row. I told the lady at the front desk and she offered no compensation,",3
ameine879547,River Hotel,Worried when booking the “standard room” because of the price. We will for sure stay here again! Walking distance to everything! The room was good with great views! Felt safe in this location across from Trump hotel.,3
Missie S,Nice hotel!,Stayed here for 4 nights. The room is basic. Its the location your paying for! It’s in between the miracle mile and the bean! Before starting the day we got coffee from Stan’s donuts which is a 7 minute walk!,5
Gretchen B,I WILL STAY AGAIN!,"Located in the heart of downtown Chicago this hotel was a great place to stay. Great rooms, good WiFi, fab views in a vibrant riverside area. The breakfast was good with friendly and quick services. Other cafes and restaurants also close by.",5
kthorstenson1,Excellent Customer Service,"Wonderful staff and service! Everyone was friendly and hospitable. My room was small, but comfortable.The view was amazing! The TV didn't always work and when I first got there the room smelled a bit like BO. The elevators also took some time. The free wine night was my favorite part!",3
azujewski,Weekend in Chicago,"Great hotel across from the river and the Trump hotel. Walking distance to so much! Snacks available in the day, wine at night! Pull out couch was So comfy and it’s a pullout. 😀 easy to grab a cab out the door! Terrific good nearby!",2
Anne M,"Great Staff. Excellent Location, Will Stay Again!","My favorite thing about this hotel was the location. IT'S PERFECT! The room we'd got was so small, but we didn't care cause we were there just at night, so it was ok. Our only problem was with the heat, they have the temperature set and you cannot change it neither open the window, so at night it was SO HOT. Excellent costumer service!",1
stephanie d,One of the best,Natasha was incredible in managing a need that I had. I am very thankful to her and the staff for making accommodations. Thank you so much for a great experience. I look forward to many stays at this hotel because of the incredible customer service.,3
Ames S,Exceeded my expectations!,"Location was walking distance to EVERYTHING we planned on going to (besides Lagunitas brewery which is 20 min ride outside downtown). Located right on the river, for a great price (but also visited in February in a pretty low-demand period I'd imagine). Interior plus the lobby area for continental breakfast, desk space, etc was all really classy",4
xstaceyleighx,Great value in a superb location!,"This was my first time staying at the River Hotel and I will definitely be back! The staff at this hotel, in particular Seth at the check in counter, were extremely friendly and helpful and made our stay very enjoyable! A big thank you to Seth who checked my friend and I in earlier than expected and then helped us find some great restaurants and attractions to see. Nothing was too hard for the staff at this hotel and it was greatly appreciated. We booked a small room but it met our needs. Beds were comfy, everything was very clean and we were overall extremely happy with it. Location was fantastic! Very close to everything Chicago has to offer. Absolutely would recommend this hotel to anyone looking to stay in Chicago! Thanks River Hotel, I'll be back!",5
Marion F,Good location with great extras,"Perfectly situated in downtown Chicago this hotel just gets better, although the rooms are not huge they are perfect, great fresh coffee machine in the room, complimentary coffee in the club room and free wine tasting between 5 and 6. The wifi is great complimentary printer and the icing on the cake after a long trip, the free guest laundry. We stayed on the 38th floor, great view and well worth the 15 dollar upgrade. I would recommend this hotel to anyone, fantastic and tje staff are wonderful",3
Jenny M,Okay stay - good location,"I'm actually still here, laying on my bed writing this. I've stayed at hotels around the world and am mostly disappointed... but this little hotel has exceeded my expectations. Small room has everything I need. Extremely comfy bed, soft sheets, great pillows. HUGE flat screen tv, free bottled water and cappuccinos. Walking distance to absolutely everything, attentive staff... under $100 per night! Can't wait to come back.",3
