Reviewer,Title,Review,Rating
Jools,A Lovely Experience,"Situated just 15 mins from the Airport this is a nice choice for any visitor to Singapore. Located in Katong this stylish boutique hotel incorporates the best of the area in its design. We were very pleased with our Premier Room with Bath situated on the 14th Floor. Obviously the design and style attracted me to the hotel but the in-room comfort was outstanding. Very good quality tea, Nespresso or filter coffee provided. Local sweets also offered complimentary! Plenty of bottled water provided free and a host of good quality toiletries. Bed and pillows very very comfortable!! The ‘welcome’ dessert provided was a nice touch and very tasty, as were the daily pralines left on your bed. Only one minor downside of our room was the sound of the adjacent room waste water run off...",5
Adrie L,Beautifully decorated,"I am totally in love with this hotel. The decor & ambience are fabulous with lots of local characters. Room is a mixture of ultra modern & old heritage. The restaurant on site serves nice food (although not cheap). The hotel is surrounded by many famous eateries including Katong 328 & Rumah Bebe. The rooftop pool is about 15m unheated but water quality is fantastic, lightly salted. Certainly will be back.",5
Giffy Giraffe,"Excellent, if a little different","I’m Hhonors “Diamond for Life” (also Spire level with IHG) --- I live in Hotels. This is now my go-to Hotel when in Singapore. I've been there in 2016 and Nov-2017, will be back soon. Service and rooms are excellent - breakfast is very good to excellent with very friendly staff. Nice roof top pool and lots of restaurants close by",5
Kimberleemcpike,Quirky and fun,"I love ambience, places that don't follow a model of chain accommodation, and the decor of Hotel Indigo aims to please, and so it did. Such lovely touches... the foot basin, elixer and moisturiser after a day of walking around Gardens by the Bay was so welcome for tired swollen feet. The fruit basket, the tasty local lollies... complimentary water, on top of superb friendly service at check in (and check out), firmly puts Indigo Hotels in other places of interest going forward. Oh, and a great local neighbourhood to explore.",5
Jackie D,Great design,"We were hesitant to book this hotel as it cost more than the other hotels around the area of Katong. We gave it a go anyways, hoping that it will be monies well spend on a long planned holiday and boy, were glad that we did. We stayed here for 3 nights and have thoroughly enjoyed our stay. Hotel is situated in Katong, and is closed to almost every where in Singapore. Hotel lobby was beautifully decorated. Staff at check in was polite. Had a welcome drink of ice latte. Hotel has a peranakan theme and was reflected entirely in the decorations throughout hotel, corridors and rooms. The room was clean. We slept wonderfully for the 3 nights. Can't comment on the rest as we did not use other facilities.",5
Grace C,"Amazing aesthetics, great location for food and value for money!","I am solo business / conference travelling with a week in Singapore. This is my first time here, or in any of that marque, and I am impressed. Most everything is quite compact and careful but it does not convey cheap-and-nasty, not one bit. The entry façade is understated but obvious the second time round. The lobby is bright, cheery, and meticulously clean and decorated. My early-morning reception staffer (06:00 arrival) was cheery and courteous and able to provide me a top-floor room, and check me in, at that dreadful hour. Two quiet lifts services the residential (and roof) floors from the lobby area. My room, again, was compact and felt uncluttered and luxurious. I later realized that I was directly and immediately underneath the rooftop swimming pool. The room setup was a",5
Son Nie,Unique Baba-Nyonya designed hotel,"I like these hotels for several reasons. 1. They aren’t cookie cutter designs; pretty funky representation of the Singapore style. 2. Excellent customer service. 3. Lovely beds and thoughtful touches (foot bath gear!). The attached restaurant is, however, expensive. The neighborhood is an historic one with a colorful past. Good walking and a nearby temple.",5
luxmousewong,Lovely staff,"We don't often stay at major chain hotels but were very pleasantly surprised by how quirky and well designed this hotel is. It is located right next door to another IHG hotel - The Holiday Inn, but the Indigo brand has individually styled hotels and this one is very nicely decorated to reflect the Peranakan culture of Katong. The room itself was well laid out and comfortable. Breakfast was ok but nothing special and there are lots of options to have breakfast around the hotel. The staff were friendly and helpful and able to provide lots of information and advice. There is a beautiful rooftop pool with great views.",4
globetrotters808,One of my favorite IHG hotels in Singapore so far...,"This hotel is an absolute delight to stay in! I got the room with the bath tub. Honestly I was very blown away by the decor and overall aesthetics!!! Very Peranakan/Singapore with a stylish modern twist that is such a visual feast. There were mini games in the room as well that kept us entertained every now and then. Also, tons of famous popular food all around the hotel area, which is wonderful!! I think for the $$ you pay per night, this is one of the best deals you can get.",5
Villaraco,I want to go back!,"Cleanliness - excellent, 5-star rated Location - ok, was near to the place of my meeting, not far from city center Price - reasonable Staff - friendly, always smiling and very helpful Facilities - free wifi, did not have time to enjoy the pool Breakfast - included ala cart breakfast which is nice Others - the baba-nyonya design makes it look like a boutique hotel, which is very welcoming Will definitely stay here in my next trip.",5
Grace K,Will definitely come back!,"Stayed here for a short weekend stay and I am very happy with the overall service received. Staff was very sharp and friendly, which is not always the case in this city. Check in was smooth and my room had all someone could ask for. Location is good and easy to find cabs nearby! Solid hotel and would come back for sure!",5
MacVan M,What a find!,"I am a Spire Elite member of IHG Rewards Club and while knowingly realize for years that IHG have a indie hotel brand by the name of Indigo, this is my first time decided to try one out and the choice falls onto a rather new Indigo Singaproe Katong. So I stayed in Hotel Indigo Singapore Katong between March 10-12th 2018 during a business and leisure trip over the weekend. The hotel, while rather new, it also offer a fresh approach for an upscale city hotel should be; artsy, bold, true to the heritage of its environment. Upon entering the property, the scent and aura of Peranakan era of Singapore old past welcome me and immediately the quirks (good ones) of the brand stands out. I immediately feel at home. Even the cups and loose furniture is from the old Melayu Peranakan period",5
Janeywworld,Chic hotel,"Singapore was the first stop on a big trip through Asia and te Indigo Katong was what I needed to start with the right foot. The hotel is simply amazing. Personnel is great, location is great, views are great, the pool is fantastic and really quiet and the rooms are beautiful and clean. It is not near quite in downtown but is not needed. The Katong area is full of places to eat and a cab downtown will cost you around 20 SGD. One COOL thing about the hotel is that the rooms come with a smartphone with internet that you can take around the city. How cool is that!!?",5
Ewa J,Bathroom with a view,"This is my first time staying in Katong area (despite the numerous amount of times I’ve been to Singapore). Was recommended due to the food around. The hotel is located righty next to 112 mall, the mall isn’t big, but there’s groceries mart, watson etc. no MRT station (under construction behind the hotel). Bus station is nearby. The hotel itself is nice. A lot of people lot their way to holiday inn as they are sister-company. Ambiance, terrific. The staff are very Hospitable, kind & attentive. Check in was fast! I got the deluxe room at the 13th floor. Room was clean (not carpeted but still clean). Shower are is separated with the lavatory. The window is at the shower area, so no window right beside you bed(it’s a door to the shower area). The pool is a nice infinity",5
FrequentTraveller153,An interesting visit to Singapore,"Comfortable, very stylish decor, excellent service. The roof top pool has breathtaking views. Located in an authentic neighbourhood, about 15-20 minutes bus ride to the CBD but we think much nicer than staying in the CBD. Excellent restaurants and shops in the immediate vicinity. Special touch with the foot bath/soak provided in the room, and best of all the free smart phone for your use - a great help navigating the area with Google maps and booking tickets to attractions. We had a problem with our Singapore Zoo tickets and the hotel staff sorted everything out for us, including a refund for an accidental double booking. Big thumbs up!",5
Aliah91,Lovely interior with a traditional vibe,"The hotel is fabulous, staffs are super friendly. I especially love their decor, very Peranakan SG style. I also love their foot bath in the room. All things are just perfect. Will come back again. However, the breakfast can improve.",5
GoPlaces562495,Barry pickles,Absolutely fabulous hotel in the Katong district. Cute rooms with fun bathrooms novel. Friendly staff and a great breakfast at Baba Chews . Super views of Katong. Everything a traveller who wants difference can want,5
JeremyLeong,Wonderful Birthday Staycation!,"Stayed in Indigo Hotel in Katong; an old part of the city. Interesting place with a choice of restaurants. Sadly, many taxi drivers appeared not to know Katong. Also went during Chinese New Year and consequently taxis were difficult to gt hold of. Had to use public buses after great help from locals. Best part of Singapore: Garden by the Bay. Worst: Shopping - extremely expensive if you are visitor from Europe - in fact from anywhere.",4
Valerie D,Great hotel and interesting suburb,"Had a staycation here in the room with the bathtub. The room is nicely decorated with a traditional nonya vibe. The food at the hotel restaurant was delicious and for travellers, it is recommended to try some local delicacies from the restaurant. The breakfast options were sufficient and the food served was good. The room also served some jars of local sweets which were complimentary. Would highly recommend this hotel! :)",5
Siti A,"Great thoughtful service, beautiful facilities","My wife and I stayed at hotel indigo for a three night stop over from Sydney to England. The hotel was perfectly positioned close to the city but a quieter and more traditional area, so best of both worlds. The rooms were spotless, with excellent decor, lovely comfy beds, exactly what we needed. The breakfasts were lovely, staff were happy and really helpful, the roof top infinity pool was amazing. I would totally recommend this hotel to any one and we wished we could have stayed longer ! We will definitely be going back ! Spot on Hotel Indigo 👍🏻",5
Foxy042,Excellent hotel in great location close to airport,"i booked for my wife's birthday staycation during 24-26 Feb and it was one of the best staycation we ever had. Although there are some minor delays upon checking in, the staff is friendly and welcoming and even extend a late check out for us. Special thanks to Esther for her friendly, attentiveness and warm services rendered to us. We love the room with the bathtub, everything is so unique with the Peranakan theme. The view facing the city area and surrounding Katong area were nice and warm! The staff even surprised my wife with a slice of birthday cake delivered to our room. Breakfast was served at Baba's Chew and it was excellent. Service was good with the staff explaining the choice of breakfast and their special of the day. The pool at the roof top was a miniature of the",5
lga311,Most Luxurious Stay of our Trip,"After reading a review in the Sydney Morning Herald, we decided to stay at Hotel Indigo, Katong. We did not regret our decision. The bedrooms, pool area, gym are as nice as they appear in the photos. The view from the pool is amazing. Breakfasts are delicious with a wide range of foods. I liked the interior design. The suburb itself is very interesting to discover, with its colourful small houses. We arrived after midnight at the airport and only paid S$22 for the ride. From Katong it is also easy to catch a bus to go into town.",5
853berlin23,The momenr step into this Hotel....,"From the point of checking in, the staff is warm, friendly and welcoming; a refreshing experience especially when compared to other hotel service that can be polite but only at the minimum level. The layout of the room, is well thought out, with generous bathroom amenities provided. The customer service is consistently great no matter which staff is serving you, a rare find in Singapore. The rooftop pool, although slightly small, is big enough for you to do laps, and offers a picturesque view anytime of the day. The gym is well equipped too! And did I mention the bed and pillows? Oh so soft, and cooling, you would just want to sleep on it right away. The room service is excellent, with food that is delicious and offers local cuisine (important if one suddenly craves to have",5
Vincentchew4059,Hotel with a sense of nostalgia,"What a find in Singapore. A quirky, boutique hotel close to the airport but in a very interesting area. And it's reasonable value especially if you are an IHG member. The Katong area has colourful terraces and a number of bars and restaurants to choose from. The decor is very different, but great, and the view from our room through the full end wall of window was stunning. The infinity pool at the top has an even better panoramic view. The staff were very helpful and friendly.",5
xksb,Katong Wonder,"We stayed two night at the Hotel Indigo in Singapore in December 2017, bridging a two week stay in Thailand and a cruise departing Singapore. Staying here was one of the true highlights of our trip. Our room was well decorated with local touches, like a metal foot bath and soaking salts, an umbrella, slippers and robes, and local decor. The room even came equipped with a local cell phone you could take with you during the day! The sheets were the most luxurious I recall in a hotel. And the staff was friendly and accommodating. The location is good, near public busses and in an interesting area to walk. Although this was the most expensive accommodation of our trip, it was quite reasonably priced for Singapore. Quietly simply, we loved everything about Singapore, and",5
Sameera K,SG paradise,"The check in was one of the best I have seen for a long time. Excellent, the lady from Korea was extremely helpful. A very god business card for the Hotel. The rooms are very well decorated. The Hotel is very closed to the action in Katong. The only disadvantage is you can hear people moving above you, or the draining of the bath tub. Breakfast is quite good with a lot of option. But for people who like to have there breakfast outside, there are plenty of option, all within short walking distances.",5
Saufboy,"very good hotel and location, will defiantly stay again.","Hotel Indigo Singapore is a unique boutique hotel located in Katong. I like the room decoration as it is weaved with elements of Peranakan culture, with everything from the arts murals to the wall tiles. It is a great way for tourists to experience the Singapore heritage at Hotel Indigo like the locals here. You should explore the rich heritage of Katong within walking distance from the hotel. If you wish to shop, there are two shopping malls beside the hotel within very short walking distance (five minutes). The deluxe room is huge and clean and has a vibrant composition of modern peranakan design. The room decoration is beautiful and good for Instagram post. Check out the painted wall! Try to select room on the high floor and facing the city for a magnificent view. The room",5
TP,"Great hotel, good service & attentive/helpful staff","Hotel Indigo Katong is a thoughtfully designed hotel which I highly recommend if you want to stay near the airport or east side of Singapore. This hotel is not minimalist, but it’s also not over designed. I appreciate many things offered by the hotel - android smartphone with data plan, traditional Chinese candies, speedy wifi, Nespresso coffee, breakfast spread, infinity pool, and awesome views. But what I loved the most is their staff and excellent customer service. Special thanks to Kha Ying who ensured a speedy checkout (under 30 secs) and called the restaurant to arrange a coffee to go at 6.15am when the restaurant doesn’t open until 6.30. All of the staff I encountered were all smiles - from reception to the cleaning staff. I felt very welcomed and loved every minute",4
AdnanMir,Excellent hotel in a wonderful location,"Wonderful professional humble friendly customer service was provided by beautiful staff in the hotel including beautiful girls from the reception, energetic staff from the restaurant including Chamath and other dally girls and boys :-) . We also would like to thank your remarkable hospitality service including room service, housekeeping etc for your hard working to keep our room tidy and pleasant. Love swimming and suggest to pile up kick boards :-) !!!! Food was fantastic!!!!! Thank you guys !! God Bless you !!!! Sameera and Manori # 1121 # 22/01/2018",5
rhythm,Enjoyable stay,"We stayed here for 3 nights, the cab ride from the airport was $20 max and took 15 mins, whilst staying here we used public transport which was very clean and frequent, if you turn left out of the hotel and 200m down the road there is a 7-eleven where you get the card to use buses/MRT, we used it for 3 days and the cost was around £7 so dont load the card up with too much money as its very cheap to get around, bus stop for orchard rd is by the 7-eleven and get the 14 bus, takes around 20 mins, use the free phone in the room for maps etc. On arrival at the hotel we were greeted very well with a free welcome drink and fast service, we added late check out until 7pm for around $100 as our flight was at midnight home, we were offered help with our baggage from the taxi to the room,",5
sofiabotticelli,haven in bustling singapore,"We stayed for one week in a room with view & bath. We travel extensively and stay at many different hotels. This was our first stay at the Indigo in Katong and it was a very pleasant surprise - the hotel was very unique in its decor and excelled in its services. Main plus points: - Fast, easy checkin/checkout - Excellent locations close to shopping malls and accessible via public transport, within walking distance to many good restaurants - Nice, clean & well maintained facilites: a full-sized infinity pool on the rooftop, adjacent to a well-equipped gym - Helpful & friendly staff - Very nice buffet breakfast served in Baba Chews restaurant - Good, well-priced inhouse restaurant - Fast, stable Internet - Very quiet room Some minor minus points: - The lighting was not bright",5
philomenaheritage,A comfortable and peaceful hotel,"We only stayed here one night and arrived at midnight. There is no porter available at night so if you have a lot of luggage you will be doing transporting it yourself! The room itself is quite spacious and cleverly planned, my wife enjoyed the quirkiness of the room and indeed the room was quite unique. The breakfast was really enjoyable with a semi buffet which was a welcome change from the standard buffet breakfast. Overall enjoyed my stay at this hotel and will highly recommend it.",5
Fikoukla,Loved this cool well-positioned hotel,"It is a great way to experience the Singapore heritage at Hotel Indigo. Being a Singaporean, I find the deco and design authentic and nostalgic. We were there for a night on staycation. It was a great experience. Since many reviews have shared their photos of the beautiful room, I have decided to share on different things. Things I will look out for as a traveller. So here are what I like about this hotel. 1. You will like the toiletries if you like the scent if lemongrass. The quality are quite good, not harsh on the skin or hair. Besides bath gel and shampoo (which are quite standard), they also provide conditioner, which is an essential for woman with longer hair. 2. The hair dryer is powerful. It is a little heavy, but dries your hair really fast. I love it because it",5
Clive E,Lovely Boutique Hotel,"this was a too brief, but return stay at Indigo Singapore and I'm looking forward to returning and highly recommend. Great fun design, clean, well planned, good amenities. Location is more authentic and less commercial than others in the IHG chain. Excellent and friendly staff. Good restaurant on the premises.",5
Louis G,Wonderful stay,"Situated in the heart of Katong, within walking distance of eating places day and night, shopping malls. The staff could not do enough for you. At check in we were offered a drink which was much appreciated. Room was clean and beautifully decorated. A great variety of Continental and Asian breakfast. The Asian breakfast was delicious, the dining room staff very attentive and extremely courteous. Certainly recommend this hotel . Bus services walking distance of hotel. Buses to Dakota for MRT connections.",5
Célia D,"Beautiful hotel, lovely staff.","""Arresting funky design"" can be code for a visual headache concocted by someone who shouldn't be allowed near the colour charts. But fear not, this hotel has a distinctive look and vibe, but it's really works and it's a refreshing change from the bland minimalism boutique design hotels so often adopt. It's a modern hotel in a traditional neighbourhood. The rooms are generously sized, and I loved their retro touches, e.g. the traditional enamel bowl laid out ready to have a foot bath. Everything was well thought through, and (importantly) modern where it needed to be, e.g. the bathroom. I didn't have time to use the pool sadly as it looked stunning. The neighbourhood is close to the pretty Joo Chat road with it's wonderful multicoloured shop houses. But don't expect that to be a",5
Rommel23,Unique Decor and great location,A lovely boutique hotel with very friendly and helpful staff. Nice restaurant available for evening meal and a really great breakfast. Room are very original with good views of the city. Easy access to the airport.,5
VAS1586,An advanced budget attitude hotel with traditional interiors,Definetely a place to visit in Singapore. We appreciate the anniversary cake offered by the staff for our anniversary. The room was really beautiful and comfortable. Definitely worth it. The staff is very friendly and responsive. Very good hotel with affordable price.,4
Gunduz GUNES,All Photos are same as in the websites and Free handy telephone,We stayed in Hotel Indigo for 2 nights and were very impressed by everything. The room is beautiful and the staff even decorated it for our honeymoon. They were fantastic and very helpful as we were a little stressed on arrival having no luggage and an airline who had no idea where our luggage was (Malaysian Airlines). The view from the room was great and the shower faced out towards the view. Everything in the room had been designed in the Peranakan style (I think that's what it was called). It was really beautiful and so tastefully decorated. The bed was very comfortable and we got very good and peaceful night's sleep. Everything was great and we would definitely come again.,5
Ina,I’ll come back again!,"A very unique decor and room layout. It was a pleasant stay with very friendly staff. The hotel is located in a place where there is access to loads of food; local, foreign and fusion. Only thing is the entrance is difficult to locate as it shares the front with a small shopping centre and another hotel",5
Anne952,Lovely hotel in a very interesting neighbourhood,"Quite a surprise I was in when I arrived late night and none at the ""entrance"" To Help.... Is this what is called as ""traditional ""? Terribly confused I went up to my room. A very small room but cosily arranged, with a comfortable bed. Toilet and bathroom were separate, a very nice thought. The not so good part was the visibility from outside the bathroom, but shielded with curtains. Restaurant was a bar as well. As usual that was a bit a forte for this hotel within the group. They have an agenda to downplay the services and F&B section. That's what is wondering me. Even a shaving kit or a comb is not provided by default but made to ask them. A cheap mentality of savings proposed perhaps within their organization. Otherwise the hotel is safe and in a nice place. They",5
BZ67,"Fresh, Friendly, Amazing Breakfast","The rooms are exactly same as the photos in the websites.Quick check inn.Thanks to Ms Ahnna..The area has lots of restaurant choices and nice bars.The room was coloured etnic and there were lots of free sweets in the room.The best thing is there was a handy phone and you can use it during your stay..Free wifi , free local calls and 10 countries free calls..really first time I saw this service..Once I was in South Korea and because of their network system was different they give you Korean mobile and sim card but they charge the rent price..In this Indigo Hotel all is free..The breakfast service is in a neighbour cafe ( just next door ) and they have good choices.",5
Qiuwy,Excellent Stay!,"This hotel was very charming and well decorated with contemporary peranakan art. I loved every detail! The room was also well equipped with essentials, snacks, an ironing boards(quite important to me i must say), hair dryer. The cute round dragon tub added a nice touch to the room. The staff were polite and tried to make our stay as pleasant as possible, thank you. I hope the standards of this hotel will be consistent as the years pass by because I’d love to come back again! ♥️",5
Rlyp2016,Modern hospitality grounded in the roots of the neighbourhood,"My husband and I stayed at the Hotel Indigo for 3 nights whilst touring SE Asia. We arrived before check in time to leave our bags but our room was ready. We were welcomed with a cup of iced tea - very refreshing after travelling. We had a lovely bright room with a bath, great view, bright peranakan decor and a big cabinet with a great choice of teas and coffees. The hotel staff wee all very friendly and helpful. They stored our luggage for us the day we left as we had a very late flight, enabling us to spend the day out and about. The breakfast in Baba Chews had a good choice. The handy phone was a great help. There was a great infinity pool too. We liked the neighbourhood round about the Hotel and ate in a couple of the local restaurants. The hotel was very handy for",5
lesleydcarter,lovely hotel in convenient location,"The new Hotel Indigo is away from the tourist area of Singapore but close to some wonderful walking neighborhoods, good street restaurants and some attractions. The funky rooms are bathed in sunshine and offer nice amenities such as a foot bath, bowls full of local candy, free WiFi and comfy bedding as well as a take-with-you smartphone programmed with walking tours, eating suggestions, tours and free local calls. In an unusual room layout, the bath and shower face the glass facade of the building. A little sign explains people can see in so you should draw the full blind! The free, full made-to-order breakfast at Baba Chews next door was extraordinary! So many choices from dim sum to fry pan omelettes to a variety of fresh baked goods. The front desk folks were joyful, so",5
Josh A,Excellent value for money,"Great boutique hotel located in charming neighborhood at Katong area, lots of places to eat even if it's late at night. Very nice and well decorated Peranakan themed rooms; spacious, well utilized spaces and beautiful design. Room is clean and housekeeping did a fantastic job each night replacing our toiletries and etc. My only feedback is about the drainage at the shower, tend to make a lot of noise after a shower but the noise dies off after awhile so not a problem eventually. The foot soak and scrub was truly enjoyable and toiletries of superb quality. Don't forget to check out Infinity pool at the roof top floor.. great view! Friendly staff at Front Desk too, thank you all for the memorable stay, i do hope to be back soon!",5
Tony B,Great Boutique Hotel,"We had an excellent stay in this relatively new hotel. It had a bright and airy feel to it. The decor beautifully reflected the peranakan neighbourhood where it is situated. The staff are charming and helpful. The complimentary mobile phone for the duration of the stay took us by surprise and is a stroke of genius! The charming room we stayed in was beautifully decorated with little nostalgic touches of wooden clogs, chamber pot and candies from older times. Whilst it is not near a MRT station, buses into orchard road are easily available. There are plenty of eateries near and around the hotel. Nevertheless, the hotel restaurant, Baba Chews delivers well prepared peranakan dishes with a modern twist.",5
PillowBook,Strong 4 Star Rating,"Very nice rooms, separate toilet and bathroom a little unusual but facilities all good. love the free use of InfocusTravelBuddy was great for googlemaps and getting around town. The bus stops a few yards from hotel to get you into town, Clarke Quay and the Harbour so had no issues with transport at all. Lovely neighbourhood for wandering with the nearby conservation area. Restaraunts in the shopping centre next door and the streets opposite all good. Breakfast in the hotel was definately worth booking with the room as it was of a very nice quality. nice buffet and alacarte included Staff all very pleasant. Lovely pool area and gym with great views as it is rooftop.",4
jeremyj87,Lovely decor and spacious!,"Have stayed in several hotels in singapore, this is by far the best low-mid budget range. Really nice modern hotel, really cheap compared to similar properties in singapore. Only problem is location, bit of a walk to the metro in singapore heat is not enjoyable but buses are very frequent. Had an issue with lights in room was moved to another room without hassle. Other benefits: mobile phone in room which you could take out to use free data.",5
raymondlam222,Unique funky hotel,"Booked the Indigo as i had stayed in one of their Edinburgh hotels, as was very impressed. Likewise, the hotel was excellent in its style. Very different from your usual business hotel. The room was unique in its style and was well equipped with a Nespresso machine as well as teas, and a nice touch some jars of free sweats. The room was a good size, and was a Japanese style, with a sliding divider between the bedroom and bathroom. The hotel has a nice infinity pool on the roof as well as a gym. The restaurant for breakfast and dinner, was small but nice and the staff were very helpful. Based in Katong, it was also nice to be away from the hustle and bustle of the Orchard Road area, with more authentic local shops and restaurants. Overall a very good expeirince, and I will",5
Jzin2010,Most excellent!,"Rooms in excellent condition as it is still a new property. They have all the amenities you'll need for a comfortable stay and an excellent Front Desk Team to boot. My compliments to Mehvish for such a personable check-in that does not feel mechanical. The room allows in natural sunlight in the day but at night the room can be a tad bit dim for some. Nonetheless it induces bedtime mood. I'd recommend this property for couples or friends. The re-stay value is low unless you are a frequent visitor of Singapore and know your way around. The pool is less impressive than the gym setup but then again, such is the Indigo series. More about the room setup and pricing than luxurious facilities.",5
893Sandra,Funky hotel,"Booked this for our 1st wedding anniversary staycay. The Peranakan décor is lovely and the service is excellent! Check-in was smooth. We also appreciated the little gestures like the cake, pralines and love swans. The rooms are spacious! The view was excellent! The décor brings back some nostalgia. There's a free carom board for you to play. TV had movie channels and mini bar had free tea and coffee. Good layout in separating the washroom area from the shower area and yes, we had booked the biggest room with the bathtub. It's relatively quiet and since we seldom hang out at Katong, we explored the area a little bit. Rows of cafes and restaurants along the road and you can take your pick. A bus ride away from the city area too. Breakfast was decent, wait staff was fine.",5
Alan W,Great sized rooms with groovy decor!,"The lobby, the lounge, and every room is very unique. It's trying to be a time machine to take you back in time. This is a hotel with a very trendy / cool vibe. The decor is really good, I liked the unique design of iiithe lobby and bedroom. The Swimming pool and 24 hour gym are definitely highlights. There are plenty of good restaurants near the hotel. Good to experince.",5
Suria_Nataadmadja,Nice hotel at good location,"The service is excellent. the décor is unique and beautiful. the location is awesome being in a suburb that is rich in the Peranakan culture. It is located right in the heart of food heaven!! love this place, it's our second stay here and we will definitely come back!",5
moragc611,Lovely Hotel in great location,"This is a lovely hotel with a trendy and upbeat decor. Nice sized rooms are well designed with happy colours and comfortable beds, large walk-in showers and separate toilets. Such a refereshing change from the usual staid run-of-the-mill hotel styles we so often have to endure. This one really stands out and that makes it special. The service was friendly and helpful. I arrived with a sprained swollen ankle and the staff went out of their way to make sure I was comfortable. My only regret is that I didn’t plan to stay longer. Will definitely return.",5
ren73,Another great experience,"I was concerned that Katong may be a little out of the way in regard to location , however it a perfect location between Changi airport and the CBD. Good foot massage shops just down the road as well! Good food variety and cocktails at Baba Chews ( check out the Martini specials ) Could well be my new home away from home in Singapore",5
Avi_Shaul,Great boutique hotel,"I simply love this hotel. Stayed here for 3 nights at room 910. The room was spacious, clean and comfortable. Really can’t complain about anything. Beautiful room Peranakan style interior. Staffs all very nice and helpful. Free parking at the Katong Square parking lot. This hotel is located in the middle of Katong surrounded by many nice restaurants.",5
isletripper,Nicely updated hotel,"We recently return from a holiday in which we stayed in Hotel Indigo on 2 separate weeks. We fully intend to return. The hotel was immaculate and in a really central part of Katong in Singapore. The decor of the hotel and rooms were Peranakan which was absolutely beautiful. The rooftop infinity pool and area was perfect for relaxing and having a drink particularly as the sun went down. The staff were all friendly and helpful. It is close by the beach gardens, shopping malls, transport and lots of lovely restaurants.",4
Bluenose-on-tour,Many positives,"This was our second stay at this property, the previous stay about 12 months prior. This hotel is still amazing! Even better than the first stay! The staff are clearly a lot more experienced, this is a credit to this hotel chain to see the improvement in the staff over the course of our 2 stays. The room was perfect, clean and comfortable. The location is perfect if you don't mind being out of the CBD. There are many bus options at either the front or back of the hotel to take you to the main attractions and places to visit in Singapore. Before too long the train will also service this area. Would definitely stay again when next in Singapore.",5
Benjamin T,"Awesome staff, Ideal location and simply beautiful","I spend a night at this hotel and I can say I was impressed. Located in a buzzing part of town, this hotel offers decent size room, clean, nicely decorated for a reasonable price. The room structure was also different than the traditional one having the toilets on one side and the shower on the other side. The hotel, as well as the room, are carefully decorated very nicely and the breakfast place was very nice as well. Highly recommended.",5
TRtravels123,Decent stay ruined by terrible customer service,"We spent the weekend Singapore. Very small for a parent with two little kids. Nice breakfast, pool, and in-room amenities. I’d highly recommend for a single or couple visit. Great neighborhood. Low key with lots of restaurants and a nice vibe overall.",5
577svetoslavt,Very good hotel to stay,"We travelled to see the tennis finals and opted for a hotel out from the Bay Area. Previously we had stayed at the iconic hotel there but wanted a broader experience of Singapore. The Indigo was just what we wanted. It has a relaxed feel, excellent decorations to make you interested in the environment, but the stars of this hotel are the great team of staff. Excellent, helpful and friendly they all helped us with queries we had, solved difficulties and offered advice. We were a little way out in Katong but local transport is cheap and easy. The Handy telephone also meant we got discounts to two attractions. We would definitely stay here again, and will probably look for other hotels of this brand.",5
Frances R,Just beautiful!,"By far our best staycation in Singapore. Ideal location surrounded by eateries and shopping malls. The staff are very helpful, specially to mention one of the front desk staff Ms Melanie, your personal touched have added colours to our short staycation. The hotel are very clean and beautiful decorated with the Peranakan theme. We really enjoyed even just by staying in our rooms relaxing on the arm chair viewing the city scene. Strongly recommended and will definitely be back again. Thanks guys",5
Keran M,Stand out hotel,"This hotel is beautiful; it's a shame that the customer service is among the worst I have ever experienced. I was to receive a parcel during my stay, and asked hotel staff before I arranged for shipment whether they would accept the parcel. They said yes, so I had it shipped. Upon checkout, I still hadn't received the parcel--turns out they rejected the shipment because of what I later learned was supposedly ""hotel policy."" I was traveling out of the country, and the courier could not ship it outside of Singapore, so I tried to make arrangements with the hotel. Coordinating with this hotel after the fact was a colossal waste of time. They took over two weeks to respond to communications and eventually stopped responding. I then contacted IHG, who said they would have the hotel",5
Seza3,What a view!,So cool room interior. Very good Internet speed in the room. The swimming pool is something that you MUST NOT miss. The breakfast is one of the best that I have ever had. The location is very convenient. And of course the staff is so kind.,5
Akash M,Every penny worth of new breed of luxury,"This may well be my hotel of choice in all my Singapore stopovers from now on. It is a gorgeous place with its stylish Peranakan decor, wonderful service, convenient location close to the airport in the interesting neighbourhood of Katong and terrific rooftop pool with a view over a wide area of the city. The room itself has so many lovely little extra touches that I would have been happy just to have relaxed there for my whole visit. The restaurant staff in Baba Chew's could not have been friendlier or more helpful. Very highly recommended.",5
Mr Muhd,The Best Hotel,"I’ve stayed in over 20 hotels this year & I have to say Hotel Indigo is right up there at the top. From the moment you walk in and are greeted by the awesome staff, to the moment you exit, it’s an experience. A fun, modern hotel with real character, in the heart of old Singapore, Hotel Katong is a Hotel others should look to emulate. Is it perfect? Well, no. There are still too many “led” lights at night and you can hear the TV from next door - but really that’s it for complaints. Our room was a twin double - perfect size for a family of four for a night. Great views from the room and the roof top pool. The mini bar is cool and the room has a Nespresso machine for morning coffee. Bar Chews restaurant was great for breakfast but for dinner I recommend going out, the street is",5
