Reviewer,Title,Review,Rating
Roving67797280401,June 2019,"Excellent property - right at La Jolla cove We had a unique opportunity to enjoy one of the best apartments with a full ocean view This is a traditional hotel - so you have to accept that experience may be different than in a top network hotel. Every apartment is different, buildings are traditional bungalows - which means that they can be a little bit accustic, there is only one relatively small bathroom. But in return you get excellent location, attentive staff and very unique San Diego experience",1
toothfairy32,Gem in San Diego!,"We can't say enough about the wonderful time we had at this beautiful resort -- from the uniquely decorated suite, gorgeous view and personalized service to the special handmade touches and specially prepared breakfast each day. Pantai Inn is a very special place!",5
Cruiser47435763636,Honeymoon by the ocean,"We have been so fortunate to be able to frequent Pantai Inn for many years. After staying at all of the other 5 star hotels in the area, we realize that nothing even comes close to Pantai in beauty, comfort and best location. The amazing decor, relaxing energy and brilliant staff make us eager to return. Thank you everyone at Pantai, especially Mike, for making each visit so memorable!",1
Explore294418,OK Stay,"We had a wonderful time at the Pantai Inn!! We were two families traveling together and booked a 3-bedroom accommodation. It worked out great for us and the kids. The property is lovely, especially the landscaping--mm...jasmine!! The location is perfect, close to everything. The staff is the crowning jewel. Everyone is so lovely and helpful, but not intrusive!!",4
Dreamer67150111573,Great Stayk,"Excellent experience. Every member of the staff was friendly, efficient and professional. Our family highly recommends staying here from the ocean access to easy parking and the fresh breakfast each morning.",4
Doug M,"Amazing Anniversary! PANTAI INN La Jolla, California","Oh my gosh, where do I start? This was the most amazing place. The customer service was 10 star. I live in Las Vegas and we have the most amazing hotels with the highest levels of Customer Service but this by far has exceeded my expectations. Everyone and I mean everyone from the phone to rooms cleaning were astounding and friendly. The breakfasts Were excellent and include it. It was our anniversary and they made it an exceptionally special event. I would come back here anytime I go to San Diego. It was extremely close to all the shopping districts and the oceanfront views were beautiful. Thank you so much for making this a memorable anniversary trip. PS forgot to mention the bed hell comfortable. I didn’t want to get out of it in the morning. But the breakfast and the ocean",1
Gina F,"Great stay at Pantai Inn, La Jolla",Beautiful spot in La Jolla with amazing reviews and attention to every detail. They are so responsive to every need. Welcoming and warm staff. Definitely would return for another visit. We had our kids with us for part of the trip and they loved it too.,5
OnAir46248692945,Weekend break,"We rented unit 108, a premium ocean view room. Room was musty smelling along with being able to hear all noises from guests in unit above Housekeeping forgot a bottle of Windex in room and forgot to replace kitchen trash can with new liner.. Staff was friendly, but could not compensate for an inferior accommodation. We will stay in another hotel next time we are in La Jolla.",1
Donna S,Happy Place,Second time staying there. Great service Room was great as well. loved the private patio and great view great location. Staff is always very helpful and friendly. We will be back as soon as we can. Love the place!,5
PerpetualMotion19,Everything was perfect,"I can not say enough...I was having a hard time finding what I was looking for in a place to accomodate my wife, and myself for our Anniversary. We are usually a little hard to please I am sorry to say. Somehow I ran into the Pantai Inn and read the reviews (to myself I said no way). Chelsea picked up the phone and created magic. Voila after spending a short 40 minutes with me. Yes 40 minutes on the phone giving me all the details I could possibly want. I BOOKED. For me that does not happen I always have to investigate, speaking with her put me at ease. It was just so easy and too simple to pass up. By the way the Inn had only 1 room left, and I am still wondering how it is that I was able to get in. Well needless to say our stay was just short of a fantasy ! Meaning it",3
GrandTour134781,Fun ansd Sun,"I give 5+ stars! What a great place! The staff is so friendly and very helpful. Big breakfast every morning - Javier especially friendly and helpful - not to take away from anyone else though. Everyone was great! Parking was a huge bonus! The view from our room was perfect. Open the door in the morning and hear the waves crashing. We go to San Diego at least twice a year to visit family and we will definitely stay here again. We hated to leave. I never wrote a review about a hotel, but I felt I had to with this one because we loved it so much.",1
Tourist60201927399,Great Trip,"Our second stay at the Pantai Inn was as nice as our first, everything was just as we hoped. Great room, great view, great service. It is now our 'go to' place when visiting San Diego. It's location make it perfect for accessing the restaurants and shops without dealing with the parking and traffic.",5
Dr. Ellen Greenfield,Amazing experience!,"This is our 3rd stay and we already have our 4th stay booked for the fall. I can't think of a better place to stay than the Pantai Inn. The staff is awesome. I call this my happy place to be. I highly recommend this as a relaxing, laid back, stress free vacation destination!",1
Rachel S,Beach Paradise,"Great location in downtown La Jolla - can walk to all the restaurants and shops and the cove is almost right across the street. One caveat - you can't walk from here to the beach (ie: La Jolla Shores). The room was huge, with a kitchen, dining area, living room, bedroom and bathroom. The king bed was really comfortable - better than my bed at home. The complimentary snacks and water were much appreciated, and the breakfast was great! The front desk folks were super nice and helpful. We'll be back!",4
Voyage00364718425,Surface Tech Event Stay,"The location was great, and the view spectacular! Loved the turned down service and the chocolates. Excellent recommendations on restaurants and places for live music. The breakfast was a nice variety. The staff was pleasant and accommodating.",4
kathryns489,A natural beauty,"We have a fantastic stay at this location! From check in, until we left everything was great. The entire staff was wonderful the entire time. We had our family, including an infant and will definitely stay here again when we return.",1
robert c,pantai Inn,"This experience at the Pantai Inn was one of my most memorable. We stayed in an oceanfront room that was beautifully appointed and comfortable. The view was breathtaking, the sound of the waves was phenomenal! The staff were helpful, courteous, and welcoming. All around outstanding experience!",5
Cheri Light,"Spectacular service, location and amenities!!!","We stayed at the Pantai Inn over Memorial Day weekend for our anniversary. It was truly a wonderful experience in every way. The customer service was exceptional. We were texted by Mike and Carlos before arrival to see if we needed anything. Carlos did a wonderful job showing us around the hotel. The breakfast chef, unfortunately, I didn't catch his name, was super friendly and accommodating. A delicious free breakfast is included. The housekeeping staff was impeccable. Dalia and Claudia did an amazing job on our room. The room was super clean. They even wiped down the remote every day. This was the best housekeeping I have had at any hotel. I was so impressed by every staff member I interacted with. Everyone was friendly and helpful but not intrusive. They had free drinks and",1
Roving734751,Absolutely Fabulous!,"Best kept secret in La Jolla/San Diego. Location is the highest benefit, so close to Children's Pool in the Cove area of La Jolla. But only by a smidgen, as the overall quality of the Inn and its staff is 5 stars. The individual unit/room set up on property is unique and works harmoniously within the site giving the stay a sense of contained adventure.",5
hipposrock,The ABSOLUTE Best!!,"This was our 4th stay and for us the Pantai Inn is excellent. We hear the waves at night, we swim in LaJolla cove which is a 5 minute walk, we boogie board at nearby beaches, we walk to restaurants and shops and also explore the area on foot and by car. The manager, Mike, is attentive to our needs as is his friendly and capable staff. The breakfast buffet is nutritious and fresh and can be taken on the patio facing the ocean. We like the small kitchen in case we want to eat in our room occasionally. The property is full of small waterfalls, tropical flowers. And.... did I mention the Inn is right on the Pacific ocean!",3
Flyer580360,Wonderful!,"Service was the best. great location, breakfast was very nice...... furniture could be more comfortable. could use some chase lounges on deck. iron railing is annoying . glass would be better for view.",1
Discover08843535005,Enjoyed our stay,"We could not be happier with our stay at Pantai Inn. The location was perfect with views of the La Jolla Cove just steps from our room. The staff could not have been more accommodating from help with the scooter app to lending a laptop for a last minute student. The room was comfortable and quiet. Breakfast was delicious and different each day. Although the hotel is beach front, the town of La Jolla is an easy 5 minute walk with all the shops and restaurants you could ask for. I cannot wait to go back!",5
Chad S,Another stay in May 2019,"I cannot say enough about how wonderful my stay was! The customer service was second to none, the view was incredible, breakfast was phenomenal... I can't wait to come back again. Thank you for everything!",1
vbjoe,Unique and wonderful,We had an amazing stay at this hidden gem right across from the ocean in La Jolla where we celebrated our anniversary. The personalized care from the most-attentive staff was beyond compare. The general Manager was there to greet us upon arrival and say good-bye and thank you upon departure. All the staff we encountered exceeded our expectations as well. The humongous double shower was incredible and the unique spa tub with the gorgeous mural was just one of the ways this Inn made us feel we were actually in Bali and at peace with the world. We couldn't have asked for anything more from the scrumptious chocolate-covered strawberries we received upon check-in to the delicious variety of offerings for breakfast. The location is perfect! We could hear the ocean waves and,4
James N,Great stay. Thank you!,"If you’re looking for a relaxed beautiful getaway, this is the place. Frankly, I’d live here if I could. Our room 204 was an upstairs room with an “ocean peek” when sitting on the living room couch. There is a separate bedroom, dining room, and kitchenette. The fireplace ignites with a flick of a switch. The room was immaculate and comes with free snacks. The breakfast that’s included is excellent. Most importantly, the service was so accommodating and everyone so cheerful. What a wonderful place!",4
carux289,Holidays in California,Staff was great - went out of their way to satisfy us. Having breakfast included was a big plus and very enjoyable. The bathrooms need to be modernized. Our overall experience was wonderful. Will recommend to friends,1
Gary S,Outstanding,My family has been coming to this beautifuly well maintained property for years now. The management (Michael) and staff have always been professional and well accommodating.. See you again next year..,5
Dr Z,Simply amazing,This place is unique. Great staff and service (even a mother’s day gift for my wife). They texted my repeatedly asking if we needed anything. You could not be closer to the ocean if you tried. Outdoor seating for breakfast with an ocean view was amazing. Great bed and comfort in the room. If you want a one of a kind place right on the ocean with great service this is it. Small facility. Close to the village and the sea lions. We would stay again.,1
AnaNZ,Incredible experience,"Everything was very nice and clean. We had a great view of the ocean from our balcony. Lots of fun stuff to do within walking distance. Would highly recommend! Also, the breakfast every morning was fantastic.",5
Dream21325829571,Brilliant!,"It was a wonderful stay, the structure is beautiful, overlooking the sea and made up of small low independent structures, a solution far from the tall buildings of other hotels where everything is standardized and cold. Our room was a very large tastefully furnished apartment on the sea, we lacked nothing. Staff always polite and professional. I hope I can return to the Pantai Inn for a future vacation.",3
DayTrip03990311454,AMAZING,"Beautiful property, wonderful views, convient to everything we were looking for on our stay. The management and employees were wonderful. The staff made sure we had evything we needed for the stay... We even forgot a charger in the room and the hotel contacted me to make sure it was returned.",1
donfelipejr,Super Service,"Very well located by the water, very quite, and the service impeccable.... Definitely will go back and highly recommend it. I travel a lot and you definitely feel that staff truely enjoys working there and caring for their guests.",5
Trek04360082489,Upgraded,"Are you looking for one of the best and the friendliest hotels in San Diego? Pantai Inn won’t disappoint you when it comes to location, an amazing host and his team, service, cleanness, breakfast and a very personalised authentic experience. The resort is located in La Jolla, one of the best and safest seaside suburbs of San Diego, directly on the ocean front and walking distance from the La Jolla village. Our Oceanview Cottage was spacious, clean, well maintained and the view was absolutely amazing. The large private deck was ideal for relaxing afternoons, and enjoying the most incredible sunsets and Californian wines. A big thanks to Mike and his lovely staff for taking care of us during our 12 days stay! We had one of the best most relaxing holidays there and",1
Fearless26487238562,Daniel’s stay may1,"My fiance stayed here for one night for her birthday and it was a memorable stay. From the hot tub to the steam room showers, the bath ropes and cute little shoes, the free drinks and snack, and epic ocean views. Definitely willing to go back.",4
GrandTour55549414175,A lovely intimate hotel,"The location is prime, the neighborhood is beautiful, filled with wonderful restaurants, there are several shops close by as well, the view from the hotel is amazing, especially the sunset, I highly recommend it. I loved this place.",4
Roam33518693823,What a Gem!,"You'll be hard pressed to find another hotel/inn stay that will compare with this one. The staff were super accommodating in every aspect of our stay - from room selection to individualizing our breakfast choices. As is the case with several other rooms, ours directly faced the Pacific where we watched seals and sea lions bask in the warm California sunshine.",1
Valerie710,Awesome Stay!!! Must return!!!,"Room was upgraded to ocean view without me asking. I will definitely stay there in the future. staff was very courteous, I loved the extra touch of the personalized name tags and the music playing when I entered the room.",5
KidRio,Love Pantai Inn!,Wonderful. Loved the room. Called to reserve room. Front desk person worked with me to find a room in my price range. Good self parking. Room was very comfortable (room 105). Would like this room again on my next trip. Thank you.,1
Holly A,Amazing Stay and Amazing Management,"Lovely intimate feel to this hotel. Breakfast was superb, Lovely outdoor sitting areas around the hotel. Staff were incredibly friendly and kind. Wonderful fresh cookies available in the reception each day . Beds were very comfy The only thing wefelt teas that the decor was a bit tired and dated. But altogether a really good experience.",5
Heather N,No better place in La Jolla,"Stayed 6 days for our 40th anniversary. Perfect location. Beach, shops and restaurants all within walking distance. Shell beach is right across the street with plenty of sea glass. Seals and sea lions basking on the rocks and on Children’s beach. We saw humped-back whales jumping out of the water. Sea gulls and pelicans flying around. Brandt’s cormorants nesting with their hatchlings. A grass park right across the street to watch the sunset. The inn was very clean and relaxing. The breakfast was great. The staff were very accommodating! Highly recommended!",3
OCmomof5,Perfect location; great for families!,"This was our first time staying in LaJolla and at the Pantai Inn. We travel frequently and I must say this is the best customer service we have ever experienced- from the time we checked in until the minute we left- all the staff were awesome!! The hotel provides all the little extras that make a trip special- free snacks, water, coffee and an excellent breakfast!! Our room was warm, cozy and immaculate- with a beautiful ocean view. We cannot say enough positive things about our experience at Pantai!! We definitely will stay here again and may even make a special trip just for this hotel!!",1
Curiosity13729353790,Labbate,"Pantai Inn has the best location in La Jolla. Walk to restaurants, shops, and the beach. The rooms have full kitchens for longer stays, or for a simple weekend stay, and the daily FULL breakfasts are delicious! Hope to return soon!",5
Guide17255603557,Spring Staycation at the Pantai Inn,"The resort was perfect. The location and room was ideal for a weekend get a way. Marc Russo, the Asst. General Manager took such good care of us. He even walked us to our room and personally made dinner reservations for us. We loved this resort and will return.",1
Companion14809411759,Very friendly and lovely place,"Our family of 5 (kids 4 and under) have stayed at Pantai Inn twice now and absolutely love the views from the property and proximity to the beaches and sea lions. Our kids love walking across the street to the sidewalk path, and we love walking everywhere for our meals! The breakfast each morning is unreal and the service is top notch. We can't say enough good things about Pantai Inn!",4
LightPacker113830,Fantastic,"My three young kids (ages six and under) and I recently stayed at the Pantai over Spring Break and had a lovely time! The location couldn't be more perfect. We loved walking to the amazing coastal walkway trail and seeing the seals, walking over to the caves or playing on the grassy area every day. We also loved being able to walk to the shops and restaurants in the village. We booked a 2-bedroom classic view cottage and it was so nice of the staff to stock the kitchen with snacks and drinks everyday. Our cottage was fine, but I took a tour of one of the three-bedroom partial ocean view cottages and would definitely book that next time-- worth the extra price because of the updated rooms, balcony, and large dining table, which would have been nice with our kids. I would also",4
Nomad12538095123,fantastic management team,Everything was fantastic at Pantai Inn and very accommodating! I can’t wait to return. Every person that we dealt with went above and beyond to make sure our honeymoon was amazing! My husband will be posting a phenomenal yelp review.,1
33alisac,27 Years!!,"The Pantai Inn is a lovely property. The grounds are beautiful, flowering plants, green grass, water features, lighting and heaters for evenings on the ocean view patio. The rooms are well appointed, full kitchen, beautiful views, hi-tech, authentic Balinese artwork on the walls, and super clean. The staff is welcoming, accommodating, attentive, and always eager to help. The location is perfect, on the corner of Coast and Ocean, at La Jolla Cove, walking distance to great restaurants and La Jolla shopping. The Pantai also offers free, delicious, full breakfast each morning. This was our second stay at the Pantai Inn, and we will return again and again.",5
Global44621283887,Perfect Stay,The rooms were clean and nice. We loved the ocenview room with the patio! The service and location was The staff is extremely friendly and are always trying to help. The room service is also excellent!! We loved the little greetings and signs they leave on the table. Very lovely!!,1
Cosmopolitan43460,Perfect Stay in La Jolla,I loved everything about this place.professional staff and at the same time very friendly. Carlos was great and very helpful. I definitely recommend this place. Exceptional. It's definitely worth the price. Best location.,5
Happiness40996423129,Review,We had a very good time at the hotel. People at the front desk were extremely friendly and helpful. They responded very quickly and accommodated every request we had. Great location. Complementary water and soda in rooms.,3
James O,Magical Weekend,We have been coming to this wonderful spot for 25+ years. When they renovated and changed ownership (I think) we were hoping that it would come back just as wonderful. It hasn't disappointed! We plan on coming yearly around our anniversary....it is a MUST in our budget. We LOVE Pantai Inn,1
Pioneer00918707948,Room 208 ocean front,We loved our stay at the Inn. It was just right for our needs. The complimentary breakfast was delicious. The free parking was right outside our room. Our room was right across the street from the Cove. The sunset view is amazing. We walked to all the shops and visited a lot of eateries. We didn’t use the kitchen but everything was there just in case.,5
elin_kristiansen,Hotel by the sea,"My husband and I stayed for 9 days at the Pantai Inn (our longest trip ever!), and it could not have been better. It felt like a second home! Perfect location by the ocean, amazing breakfast every morning, small and quaint so never crowded. We would enjoy our coffee in the courtyard looking at the ocean, just so relaxing. Walking distance to all local shops, restaurants, yet by the ocean - we would never stay anywhere else! We got passes to La Jolla Sports Club and worked out there 3 times on our stay, it was perfect. We really felt like locals at the end of our stay! The entire staff, Mike, Chelsea, they were all amazing and would cater to every need. Our room was cleaned every day as soon as we would leave. And we would come home to new bottles of wine and yummy local",1
Roam47693652392,"Pantai Inn - La Jolla, CA","Everything was amazing, from the amenities to the staff to the location. Cant wait to go back! I especially loved the little details put into the room like having a dedicated makeup towel and the nightly turn down service",4
366lewisc,Impeccable service and a great view.,We live locally and booked a suite at Pantai Inn for just one night on a whim and had no idea what to expect. From the moment we pulled up to the place we were treated royally by the staff! The grounds are exquisitely maintained and are interesting because of the Balinese theme. Everything was so perfect that when it came time to depart it felt as if we'd been on vacation for a week!,4
yvonnemherman,Wonderful property and awesome stay,"I am not sure if the review worked...I couldn’t get the password to work. My log in is My email and samben12 but never confirmed the review maybe it is going to you. If you want to try cut and paste: We were blown away from the start. The on-line pictures do not show the elegance. Here is the list: easy parking, walking to restaurants, seals, sea lions, warm welcome, personal tour of room, fireplace lit, music playing, personal notes, immaculately clean, stone floor in bathroom, rain shower head, comfy indoor and outdoor furniture, fire pit, amazing bed, great kitchen (we went fishing and were able to eat in), quiet, gourmet breakfast, turn down service with chocolate, sooo relaxing!",1
Burt H,La Jolla trip,"Breakfast could be improved by adding more greens like tomatoes, cucumber etc. Excellent beds. Very friendly and helpfull staff Otherwise, this is just a perfect place to stay in La Jolla. We will be back when in the area",5
Carby,5 Star Resort!,This was our second time to stay at the Pantai Inn. The staff is so friendly and accommodating.The location and ocean views are fantastic. I would highly recommend this hotel to anyone and everyone. We agreed that this should be an annual visit.,1
Excursion19067389104,Our stay at the Pantai Inn,The staff was not only extremely friendly but extraordinarily accommodating. Every request was met with a smile. Laundry was delivered to us the morning after drop off. The fridge and room were filled up with goodies every day. Our room had an amazing view of the ocean and was within walking distance of every restaurant and bar in La Jolla. This year was our second stay at The Pantai Inn and not our last!,5
Desertmom,Perfection in La Jolla!,"This is a wonderful and exceptional property. The staff are welcoming and accommodating. Everything about our stay was wonderful. The property is perfectly located in La Jolla. The grounds are lovely and it's a very short walk to the ocean. I've told a lot of my friends about our stay and the property. We will definitely stay here again the next time we are in the area. If you go to La Jolla, this hotel is the best!",3
Fearless30465579907,Enjoy staycation at Pantai Inn,"Excellent service, room, view and location. Got great advice from your friendly staff. Great breakfast. Nice personalized service with the cards spread around our room. About the only drawback was a small bathroom.",1
slocartes,A gem in La Jolla,"This was my first time staying at the Pantai Inn and it was truly a beautiful location and experience. I’ve never stayed anywhere so amazing. The full kitchen gave my family the opportunity to cook a delicious dinner, being oceanfront gave us the chance to take afternoon walks along the coast, and the peace and quiet around the property provided the ambience to reconnect with distant loved ones. Thank you to Mark especially for making our stay so seamless and comfortable. Can’t wait to stay again!",5
Bert992016,Best service !! It is a gem within the small luxury of the world hotels group !,"This was one of the most delightful experiences we have enjoyed in our extensive travels. The location is divine, and the service was wonderful. I appreciate all of the amenities in the lobby and in our cottage, it made a very nice difference throughout our stay. Mike and his team were a pleasure and of great assistance with all of our luggage as well. We surely will be back! Maria",1
Michelle T,Lovely Vacation,"Just wrapped up a girl’s weekend and we loved our stay at Pantai! The service was outstanding, we felt like their most important guests the entire time. Location is perfect sitting at the shoreline and walking distance to the shops and restaurants in the village. Breakfast is included with lovely hot choices along with fresh fruit and bakery items. They provided some complimentary sodas, waters and snacks in our room as well. Lots of nice touches like that made our stay very enjoyable, thanks Pantai Inn, we’ll be back!",4
Dick B,Great seaside hotel,"We lived in San Diego for 40+ years but we rarely visit La Jolla simply we can never find a parking. We decided to take a Staycation at Pantai inn and it was the best decision we've made. The hotel is nice and clean. The staff is friendly and helpful. We stay at the front with the ocean view, we can watch the kids playing at the park as well as taking a walk along the beach. There are lots of restaurants, shops nearby, overall its' a great location! Highly recommended it!",4
Tramy N,Amazing stay,"We stayed three nights for a wedding. The Inn is on the Ocean front and truly exceptional. The included breakfasts were just ok, the room was nice enough, but it was the staff that made the long weekend fantastic. They climbed stairs and did things for us that I have never seen elsewhere. We got rides to nearby places without asking. When we asked what time we needed to check out, the employee ay the desk came on his own to our room after figuring out that we could relax and then change clothes for the late day wedding in a room that was unoccupied because they were repairing an air conditioner, Whoever interviews job applicants at this place really has fantastic taste, as every employee was this attentive and cheerful. Thank you.",1
Inspire65981018378,GREAT EXPIERENCE,"The Pantai Inn was so welcoming, I never had such a service in a hotel. It is indeed a small luxury hotel of the world and I stayed in many of this group, this tops all. Do not expect too much from the breakfast buffet, it is limited , but all you need from my pov , and of course in order to have everything fresh you need to limit choices, we missed nothing, in opposite the fresh products were absolutely great. Coffee in the afternoon is coming with home made cookies , very tasteful. The location is great , in the center of everything and only a minute to see the seals. One recommendation go for an ocean view room , you will love it. We will certainly return, we stayed 2 nights but it was like 2 weeks holidays. Thank you Pantai Inn !!",5
Maps53445888975,Our Stay,"From the moment we arrived and were greeted in the parking lot to our personal check-out, we had a wonderful, top-notch experience. We really loved the small, family feeling of this place. There were so many personal touches that made us feel welcomed. The room was clean, comfortable and quiet...everything we were looking for. What an ideal location to walk to everything and the view!!! We would definitely visit again.",1
Allison E,Love this place!,"Great ocean view, excellent location, very clean, service absolutely first class. We had a king studio on the third floor with a balcony facing the ocean. With the door to the balcony open, the ocean waves sounded like they were crashing directly below us.The view is better from the second or third floor. However, there is no elevator, but the staff is very helpful with your luggage.The bathroom was very small, as is likely the case with all oceanfront properties in this area. Not a problem for us, but this is something to be considered by prospective guests. A wonderful location close to La Jolla cove and easy walking distance to the restaurants and shopping in town. Ample parking at the hotel, if a bit cramped.",5
Leynelle P,Hidden Paradise,"You will not find a better location to watch sunset. Beautiful hotel, great customer service, awesome location. I love the hand written welcome card and daily breakfast menu. They care for detail. It deserves to be #1 on TA. I can't wait to go back.",3
Shandel S,Expectations Exceeded,"As in the past, we enjoyed our trip very much. Long or short stays are equally pleasent. We return to stay at the Pantai Inn at least once a year. The general manager as well as his staff are very profesional and willing to help.",1
Nick H,Amazing!!,"This place is a gem, a splendour in the grass. The staff made the stay wonderful and treated each guest with the utmost of courtesy and respect. Although located in the upscale community of La Jolla, Pantai Inn has a cozy air about it; quiet luxury. I look forward to our next family vacation there, at any time of the year. Bravo to the owners and staff for making our stay such a flawless, cozy affair.",5
Jet751552,Lovely place,"Amazing location and value. The 2 bedroom cottage worked out great for our family (traveling with 11 mo. old) and throughout our stay Mike and staff were always friendly and attentive to any questions and requests. We enjoyed the breakfast both days during our stay and the fire pit at night with a glass of wine. Thanks Pantai Inn, we look forward to coming back soon!",1
Fence33,Just Right!,"Customer Service as soon as you step foot onto the property is on point! Friendly and welcoming vibes throughout our whole stay! I am a born and raised San Diego native and I highly recommend staying at Pantai Inn! My daughter and I were able to walk right across the street to a convenient staired access to the water! Amazing, thank you again to the staff for the top notch service...and free breakfast was delightful with a view overlooking the shores!!",4
jj39,Incredible!!!!!!!,"Absolutely the best customer service we have ever experienced. We have stayed in 5 star hotels that have nothing on the service of this place. They are humble and are genuinely real about their heart to serve. We got to them by name Mike, Mark, Candy, Jessica to name a few. The breakfast was outstanding and the place is just quaintly charming. It is not fancy but the amenities and the extras and the small things matter. Like I stated above it’s simply Awesomely real and we can’t wait to go back. One more thing to note... we asked if there were any other hotels like this in the area. They said yes and introduced us to the idea of the Santa Barbara properties. We were treated so well that if the others accept BizX as well, we will visit them all. We were that impressed!!! Okay I’m",4
Sam R,Amazing location. Excellent service.,From the great service to the beautiful views this place was absolutely amazing!! Thanks Chelsea and the rest of the staff for making my family’s trip very memorable! My family and I will definitely be back,1
Compass60122154601,Great Stay,"I expect most of the The Pantai Inn rooms have terrific views; even the partial view 3 bedroom had a decent view of the water if over a parking lot and between two close buildings. The unit's space (3 bedrooms, 2 bathrooms, full well stocked kitchen, living room, dining room table) is wonderful, especially for a family. The location (a short walk from a waterfront park and a short walk from the excellent shops and restaurants of La Jolla) is really fantastic. The price is also very good for the number of bedrooms and living space. My criticisms of the space are: the clear glass dining room table was close to the deck window and several of us bumped into the pointy edge; the living room couches were not that comfortable; and the bathrooms could use updating (sink and tub were old",5
Feet5,Superb Location,"Great location, great room and great staff! Have stayed several times in La Jolla but this was the BEST! And, was great that Pantai has courtesy car to to/from dinner. Nice breakfast with great outdoor seating option. Thanks!",1
Petro007,Great Stay in La Jolla,"WOW!!!!! I don't know where to begin...my husband grew up in the LaJolla area but this was our first stay in LaJolla village. Choice Pantai Inn based on other Trip Advisor reviews and was not disappointed. We had an ocean view suite that had a view up and down the coast. Sunsets out our door were incredible. From the minute we checked in to our departure the staff was the best we have ever met. The attention to detail was off the charts!!!! The location in the center of the village made our stay convenient to everything. Except for a trip to the zoo we never left the area. There is a resort fee but the Inn provided breakfast, parking, passes to a local gym, snacks, soft drinks and water. Well worth the money. My only disappointment which I did pass on to the GM is the",5
Frazier_13,Earns #1 Ranking,"Mike at the desk texted us that they were looking forward to our arrival and that if we needed anything to feel free to contact him. We were greeted by name, there were fresh cookies and drinks/snacks available in the lobbby and in our room. Parking was included. We booked an ocean front room - were on the third floor with a balcony. Room was spacious. Bed comfy. Bathroom was small but well appointed. Breakfast was great - eggs, sausage, vege hash, zucchini bread. Granola. Toast. Juice. Coffee. Offered to make us an omelette, pancakes or French toast. Walking along the coast was enchanting- seals, sea lions and sea birds. Close to restaurants. Amazingly well kept property with beautiful touches - statuary, fountains and beautiful plants everywhere. We loved our stay and will be",3
SLeonard1,Excellent stay,"This was our second stay at the Pantai Inn and it was as expected if not better! What a lovely boutique hotel...and the staff could not be nicer! Love the breakfast, turn down service and parking! Many extras!",1
run4trails,Spring break in San Diego,"Highly recommend if you like the ""small"" feel with great perks. Even though it was rainy during our stay we loved being right across the street from the ocean. Being able to walk on the coastal trail and to great restaurants made it a great reason to return alone. The breakfast every morning was delicious and not the ""just the usual fare."" The staff was very friendly.",5
claudine88,Wlnderful service!,"Great stay at Pantai Inn in Lo Jolla! A beautiful and well maintained property in a great location, along with a great staff. Will definitely look to stay here again in the future when in the San Diego area.",1
Jill D,Amazing Honeymoon,"Chose the Pantai Inn based on the TripAdvisor rating and it lived up to its #1 ranking. We strongly considered another nearby, more expensive hotel and were glad we stayed at the Pantai Inn. Clean, comfortable, excellent service and location. A good value too with parking, non alcoholic beverages and a different breakfast each day.",4
Culture03353428908,East to West Coast,"First class inn. Many amenities, staff very helpful, many complementary services including swift laundry. Charming. Sent a review to Trip Advisor. We enjoyed the location, on Coast Blvd. Parking avalilable at no addional cost.",4
SP12350,One of the best hotels!,Perfect location for walking along coastline and walking to town for shopping and dinner. Very nice breakfast! They even made gluten free toast and waffles for me. Staff was very helpful and friendly!,1
sha99lom,Rejuvenating stay at Pantai Inn,"My first reason to book this hotel was its location! What a pleasure to hear the sound of the sea from your rooms, and so close to everything in La Jolla that a car is really not needed! But what impressed me the most is the staff: everybody was so pleasant, eager to help. Our stay in La Jolla was really pleasurable thanks to Pantai Inn and its staff!",5
RANLakewood,Perfect,"Got packed up and Sat am on our way to Pantai Inn with a text Welcome message! They asked about an ETA of our arrival, rolled in around 1pm- Room was already waiting for us! Beautiful views from our balconies- Huge Jacuzzi tub in Master bath- lots of linens! 4 poster COMFY bed too. They recommended Brockton Cottages for dinner 7pm reservation- YUM!! Returned from dinner & was completely BLOWN away by the candles, bottle of Champagne & chocolate covered strawberries and rose petals on the floor and around the tub. Woke up and had a delicious breakfast on the patio! Walked to the sea lion beach & shopped along the way back to the Inn. This was a gift from my brother for our Honeymoon! All I could say was, ""WOW, top notch!"" The staff was very friendly and polite.",1
GoPlaces36906973389,Overrated,"Wonderful Inn! Truly exceeded our expectations. Accommodations and service were top notch. Fantastic ocean views, wonderful suite with fireplace, delicious complimentary breakfast available each morning.Already planning our next trip!",5
Tourist285615,A Fabulous Find in La Jolla!,"I would encourage anyone looking for a place to stay in La Jolla to consider the Pantai Inn. Beautiful property and only steps from the water. The photos online don't do the property justice! Our room was comfortable, the staff was so helpful, and it was very convenient to everything in La Jolla. 5 stars! :)",3
MsMacSF,"Great location, but not a stellar hotel","We had a remarkable experience staying at the Pantai Inn. From making the reservation with Chelsea, to the personal welcome upon arrival, Pantai Inn surpasses all expectations. I loved the refrigerator full of free water and soft drinks, the snacks and chocolate that arrives as part of turn down service. Most beautiful, however, were the sunsets over the ocean, perfectly visualized from our windows. All in all, this is a fantastic place to stay in La Jolla!",1
ChooChoo34,Charming getaway,We were there for a weekend prior to a conference in downtown. Wonderful property. Perfect location. Exceptional service. Delicious and healthy breakfast included. Good price point. We would not hesitate to return.,5
